"Field_ID","unique_ID","Survey_Event_ID","Observer","Survey_Date","Survey_Time","Wind","Temp","Sky_Code","Avg_Noise","Max_Noise","OVSP?","Site_Comments","Number_Detected","Expr1014","Lark_ID","Individual_ID","Sex","Age","Distance Band","Interval_1","Interval_2","Interval_3","Interval_4","Notes"
"22_3_4614",4614,178,"BMW","6/29/2022","5:19:00 AM",0.00,59.00,"2",62.00,109.00,0,"Hwy 99w. Creek splitting multiple grass fields. Traffis is light, but each car and especially the trucks can be heard/loud for a long ways. I've personally seen horned larks in the field in NE part of the cirlce previously, but the grass looks tall today. Savannah sparrow.",0,,,,,,,,,,,
"22_3_4619",4619,143,"BMW","6/13/2022","8:30:00 AM",1.50,53.70,"2",37.00,77.00,0,"New hazelnuts on one side, 3-4ft tall christmas trees on the other with some grass fields further down the road. May be some bare areas between xmas trees further uphill where the larks were singing from.",2,56,56,2,"M","A","3","S","S","X","X","Singing above small xmas trees too."
"22_3_4619",4619,143,"BMW","6/13/2022","8:30:00 AM",1.50,53.70,"2",37.00,77.00,0,"New hazelnuts on one side, 3-4ft tall christmas trees on the other with some grass fields further down the road. May be some bare areas between xmas trees further uphill where the larks were singing from.",2,55,55,1,"M","A","3","S","X","X","X","Singing above small xmas trees."
"22_3_4651",4651,209,"SHA","6/23/2022","8:32:00 AM",5.40,58.60,"0",56.00,73.00,0,"small cut hayfield (~20x100m), small orchard, areas of short and long grass",0,,,,,,,,,,,
"22_3_4702",4702,61,"BMW","6/16/2022","8:18:00 AM",1.90,62.00,"2",39.00,99.00,0,"Grass field both sides of the road. Some hedgerows breaking up the fields. Some lower, wet grass on one side. Heard a Lazuli Bunting singing here.",0,,,,,,,,,,,
"22_3_4725",4725,44,"MLG","6/16/2022","6:22:00 AM",1.50,54.20,"2",81.40,101.00,0,"Point near a 3 way intersection. 3 tall grass fields, some bare spots on roadside. Mowed shoulder. Lark did aerial display for 2 minutes before landing near my car at gravel field entrance.",2,21,21,1,"M","A","1","V","V","V","S","feeding on ground before Skylarking behavior"
"22_3_4725",4725,44,"MLG","6/16/2022","6:22:00 AM",1.50,54.20,"2",81.40,101.00,0,"Point near a 3 way intersection. 3 tall grass fields, some bare spots on roadside. Mowed shoulder. Lark did aerial display for 2 minutes before landing near my car at gravel field entrance.",2,22,22,2,"M","A","2","X","X","S","S","Countersinging with male 1"
"22_3_4732",4732,125,"MLG","6/29/2022","6:58:00 AM",3.00,59.40,"4",79.30,103.00,0,"Busy highway (99E) Tall grass on west side, sheep pastures on east side. Gravel shoulder",0,,,,,,,,,,,
"22_3_4874",4874,24,"MLG","6/10/2022","5:40:00 AM",3.00,61.30,"2",40.20,71.00,0,"Elevated road with tall grass on both sides, 4m of bare gravel/dirt ditch on either side of the road. Other species noted: WEME, SASP, NOHA, RWBL, MAKE",4,12,12,3,"F","A","2","X","X","V","C",
"22_3_4874",4874,24,"MLG","6/10/2022","5:40:00 AM",3.00,61.30,"2",40.20,71.00,0,"Elevated road with tall grass on both sides, 4m of bare gravel/dirt ditch on either side of the road. Other species noted: WEME, SASP, NOHA, RWBL, MAKE",4,11,11,2,"M","A","2","X","X","S","X",
"22_3_4874",4874,24,"MLG","6/10/2022","5:40:00 AM",3.00,61.30,"2",40.20,71.00,0,"Elevated road with tall grass on both sides, 4m of bare gravel/dirt ditch on either side of the road. Other species noted: WEME, SASP, NOHA, RWBL, MAKE",4,10,10,1,"M","A","2","S","S","S","S",
"22_3_4874",4874,24,"MLG","6/10/2022","5:40:00 AM",3.00,61.30,"2",40.20,71.00,0,"Elevated road with tall grass on both sides, 4m of bare gravel/dirt ditch on either side of the road. Other species noted: WEME, SASP, NOHA, RWBL, MAKE",4,13,13,4,"M","A","2","X","X","X","S",
"22_3_4928",4928,175,"BMW","6/29/2022","6:31:00 AM",2.60,60.20,"2",24.00,94.00,0,"Grass field on both sides. Some grapes in corner of circle. Gravel Rd. Field up the street looks good for larks. Common yellowthroat, White-crowned sparrow, Savannah sparrow.",0,,,,,,,,,,,
"22_3_4937",4937,94,"MLG","6/22/2022","6:38:00 AM",2.40,58.20,"0",48.70,63.00,0,"Blackberry hedge and berm on south side of gravel road, downhill grass field to north.
Other species: COYE, NOFL, SPTO, SOSP, SASP, CORA",0,,,,,,,,,,,
"22_3_5180",5180,165,"BMW","6/26/2022","8:38:00 AM",1.20,79.00,"0",45.00,101.00,0,"Grass field on the south side of the road, mint on the north, with a few small trees. Paved Road. Mint field is patchy and seems better than the tall grass. Savannah sparrows.",0,,,,,,,,,,,
"22_3_5249",5249,46,"MLG","6/16/2022","7:11:00 AM",3.10,57.20,"1",62.30,84.00,0,"Cow pasture south of point, grassy slope with small trees to north. Line of big trees to northwest. Mowed shoulder and a gravel road going up the slope. Other species: LABU, WASW, TRSW,VGSW, BUSH,BLPH,WEWP, ACWO, HOWR",0,,,,,,,,,,,
"22_3_5252",5252,45,"MLG","6/16/2022","6:50:00 AM",2.00,57.50,"1",76.60,101.00,0,"Grass fields on both sides of the road. Gravel shoulder and bare ground inside fences. Other species: NOHA, AMGO, SASP, BAEA, WEWP, SOSP",1,23,23,1,"U","A","4","X","X","X","V","Bounding flight, black retricies"
"22_3_5257",5257,167,"BMW","6/26/2022","6:08:00 AM",0.00,60.50,"0",52.00,93.00,0,"1/4 hops (tall, 10ft), 1/4 strawberries, some buildings and a lumber yard and a mostly bare field in the SW corner. On hwy 51, but traffic is light early on Sundays. 1/4 field looks really good, bare dirt with clumps of weeds. Osprey and nest and White-crowned Sparrows. Should strawberry fields be considered as annual or a more perennial ground cover?",0,,,,,,,,,,,
"22_3_5335",5335,168,"BMW","6/26/2022","6:47:00 AM",0.00,72.00,"0",58.00,111.00,0,"Hwy 99w. Grass field and weedy pink clover with dirt openings on one side. Grass fields and one field being baled up on the other. Wild turkey walking down the road, and savannah sparrow. Somewhat regular traffic.",0,,,,,,,,,,,
"22_3_5410",5410,57,"BMW","6/16/2022","5:32:00 AM",2.20,61.00,"2",71.00,115.00,0,"Hwy 99w, very noisy, even @ 5:30am, only a few breaks in traffic where I could hear well. Blueberries with some open ground around them. Open fields on the other side, but broken up by hedge rows. Debatable about keeping, see pictures in google drive folder.",0,,,,,,,,,,,
"22_3_5450",5450,138,"BMW","6/13/2022","6:03:00 AM",0.00,55.00,"1",46.00,70.00,0,"Tall prairie restoration on one side, tall grass on the other. Wet bare areas from where the horned lark was singing over. Area where horned lark was flying over was not visible due to a hedge row, but was visible later from further down the road after the survey. Was singing high up in the sky.",1,50,50,1,"M","A","3","X","X","S","S","Singing high up to my South-East."
"22_3_5469",5469,157,"BMW","6/23/2022","7:57:00 AM",7.50,56.70,"0",43.00,100.00,0,"Wheat field on east side, some trees along the rd on the west side with grass field behind. A little windy. Gusts reached 9.5mph. Kestrel nearby.",0,,,,,,,,,,,
"22_3_5648",5648,77,"MLG","6/19/2022","7:36:00 AM",0.00,55.70,"2",31.70,56.00,0,"Grass fields on both sides, gravel shoulder. Trees <200m to the east
Other species: HOWR, SASP, KILL, RTHA, SOSP",0,,,,,,,,,,,
"23_1_0003",3,522,"JMD","5/31/2023","8:59:00 AM",0.50,55.00,"0",69.00,86.40,0,"Very little shoulder to park, road has abrupt edge. Sit on a corner, very unsafe area. Lots of tall trees break up the field. Regular traffic. North field is tall grass. Trucks. RWBB",0,,,,,,,,,,,
"23_1_0146",146,521,"JMD","5/31/2023","8:24:00 AM",0.50,56.00,"0",39.50,60.70,0,"Site on hilltop. Home nearby with pond, gravel road. West side is trees and brush, east side is grassy field with cows. Lots of birdsong. RWBB.",0,,,,,,,,,,,
"23_1_0246",246,374,"ATC","5/28/2023","8:07:00 AM",1.70,57.40,"1",57.50,68.00,0,"Grassy slope, vineyard nearby, woodland areas, AMKE hunting",0,,,,,,,,,,,
"23_1_0368",368,378,"ATC","5/30/2023","5:42:00 AM",0.00,53.60,"1",58.30,71.60,0,"Berries along left side, hazelnuts on the right, grass seed fields close by, also houses. AMKE on a wire",0,,,,,,,,,,,
"23_1_0390",390,381,"ATC","5/30/2023","8:56:00 AM",3.20,59.90,"2",64.20,81.40,0,"Open field on the right, grass seed on the left, brush and trees along side of road.",0,,,,,,,,,,,
"23_1_0441",441,380,"ATC","5/30/2023","8:19:00 AM",0.00,67.00,"2",68.70,96.40,0," rush and trees on side of road obscure view. Hazelnuts further up the hill, Willamette River nearby",0,,,,,,,,,,,
"23_1_0475",475,379,"ATC","5/30/2023","6:09:00 AM",0.00,52.50,"1",59.20,81.70,0,"woods on the right, field with sprouting wheat on the left",0,,,,,,,,,,,
"23_1_0518",518,375,"ATC","5/28/2023","7:03:00 AM",0.00,69.50,"0",50.50,75.30,0,"Yard with trees on the right, pasture on the left",0,,,,,,,,,,,
"23_1_0558",558,332,"JMD","5/5/2023","6:50:00 AM",0.40,54.50,"2",42.40,59.40,0,"Orchard fields along both roadsides, edges regularly mowed for maintenance
American robins",0,,,,,,,,,,,
"23_1_0568",568,503,"JMD","5/23/2023","9:50:00 AM",1.00,62.00,"2",39.60,57.00,0,"Crickets, field of meadowfoam. Railroad down middle of field. East side of hill/inclines, with tall trees.",0,,,,,,,,,,,
"23_1_0626",626,286,"ATC","5/27/2023","7:10:00 AM",1.40,60.80,"2",61.50,84.60,0,"empty field on the right, building on the left, hops nearby",0,,,,,,,,,,,
"23_1_1133",1133,500,"JMD","5/23/2023","8:00:00 AM",0.20,54.80,"2",60.20,79.70,0,"Busy road with no shoulder, steep ditches, and lots of vegitation along sides. Construction like noises can be heard. Surveyed anyway because of zone.",0,,,,,,,,,,,
"23_1_1255",1255,289,"ATC","5/27/2023","5:57:00 AM",0.00,58.90,"2",69.70,94.30,0,"dense blackberries and trees obscure view on both sides, houses and barns, dog barking at me throughout survey",0,,,,,,,,,,,
"23_1_1648",1648,283,"ATC","5/27/2023","8:56:00 AM",0.00,76.60,"2",60.10,81.70,0,"hazelnuts, field with tall grass, house by point, patch of woods nearby.",0,,,,,,,,,,,
"23_1_1779",1779,288,"ATC","5/27/2023","6:21:00 AM",1.00,57.60,"2",67.40,86.60,0,"grass seed on both sides, houses on buildings nearby",0,,,,,,,,,,,
"23_1_1849",1849,282,"ATC","5/27/2023","9:35:00 AM",1.90,67.10,"2",64.40,83.60,0,"clover, field of grass, berry crop. Large flock of 50+ starlings",0,,,,,,,,,,,
"23_1_2001",2001,287,"ATC","5/27/2023","6:47:00 AM",1.10,58.20,"2",47.70,75.50,0,"hazelnuts, grass seed field, conifer trees, limited visibility due to point being on the slope",0,,,,,,,,,,,
"23_1_2081",2081,502,"JMD","5/23/2023","9:18:00 AM",0.00,61.60,"2",59.00,82.50,0,"Homes with barns nearby, otherwise very open space. Some but little traffic, lots of blackbirds",0,,,,,,,,,,,
"23_1_2128",2128,518,"JMD","5/31/2023","6:59:00 AM",0.20,44.50,"0",55.60,73.70,0,"West side has homes and tall trees. East side is tall grass. Regular traffic. Barn swallows, house finches, robins.",0,,,,,,,,,,,
"23_1_2774",2774,526,"JMD","6/2/2023","7:45:00 AM",0.40,53.70,"0",40.90,57.40,0,"Gravel road, lots of tres/foliage, hazelnut fields. Stellar's jay, mourning dove.",0,,,,,,,,,,,
"23_1_2932",2932,520,"JMD","5/31/2023","7:48:00 AM",0.00,47.30,"0",62.80,87.60,0,"Regular traffic. South side is tall trees and dense growth, North side is small clearing surrounded by trees/growth. Bluejays, robins.",0,,,,,,,,,,,
"23_1_2979",2979,523,"JMD","6/2/2023","6:00:00 AM",0.00,52.10,"0",65.40,80.10,0,"East side is horse pasture, west side is landscape/golf course with 'hill' lining road blocking view. I-5 is close, regular traffic on site road. Horse is staring at me ha",0,,,,,,,,,,,
"23_1_3061",3061,501,"JMD","5/23/2023","8:28:00 AM",0.00,56.50,"2",54.90,74.60,0,"North field is crimson clover, very pretty. South field is grass with lots of barn swallows flying overhead. Homes nearby with tall trees.",0,,,,,,,,,,,
"23_1_3132",3132,370,"ATC","5/28/2023","5:48:00 AM",0.00,45.90,"0",57.40,79.50,0,"hazelnuts on both sides, forbs and young conifers along side of road",0,,,,,,,,,,,
"23_1_3157",3157,372,"ATC","5/28/2023","8:56:00 AM",2.40,64.90,"1",62.50,82.60,0,"neighborhood with lots of tall trees and bushes, few open areas",0,,,,,,,,,,,
"23_1_3433",3433,527,"JMD","6/2/2023","7:17:00 AM",0.00,56.40,"0",41.80,59.50,0,"Barns nearby. West field is tall grass, east side is dirt field. Vineyard nearby. Lots of swallows.",0,,,,,,,,,,,
"23_1_3538",3538,284,"ATC","5/27/2023","8:39:00 AM",1.30,72.60,"2",51.20,73.30,0,"houses, emtpy field, cleared woodlot overgrown with brush, dogs barking, lots of doug fir",0,,,,,,,,,,,
"23_1_3797",3797,373,"ATC","5/28/2023","9:33:00 AM",1.50,66.80,"1",51.60,79.30,0,"houses, pastures, lots of oaks and other trees",0,,,,,,,,,,,
"23_1_3908",3908,382,"ATC","5/30/2023","7:51:00 AM",1.10,62.20,"2",65.90,89.60,0,"young hazelnuts, conifer trees in rows, open field nearby",0,,,,,,,,,,,
"23_1_3912",3912,519,"JMD","5/31/2023","6:40:00 AM",0.20,41.20,"0",68.90,95.90,0,"Regular traffic, steep dirty ditches. Many savannah sparrows.",0,,,,,,,,,,,
"23_1_4039",4039,383,"ATC","5/30/2023","7:00:00 AM",2.30,57.70,"2",44.30,59.80,0,"hops on the right, tree farm on the left with saplings in rows",0,,,,,,,,,,,
"23_1_4187",4187,371,"ATC","5/28/2023","6:13:00 AM",0.00,49.30,"0",51.10,72.00,0,"hazelnuts and house with large open lawn",0,,,,,,,,,,,
"23_1_4394",4394,566,"JMD","6/13/2023","8:06:00 AM",0.50,68.00,"0",43.70,62.80,0,"Site is small, fenced-in field with homes nearby. Tall grass, trees nearby, lots of songbird. Gravel road. Did anyway due to limited zone 1 representation.",0,,,,,,,,,,,
"23_1_5764",5764,285,"ATC","5/27/2023","7:46:00 AM",0.00,62.70,"2",54.90,84.70,0,"young hazelnut orchards in all directions",0,,,,,,,,,,,
"23_2_0543",543,535,"JMD","6/6/2023","7:16:00 AM",0.20,60.90,"0",36.10,48.30,0,"SAVS, swallows.",0,,,,,,,,,,,
"23_2_0601",601,555,"JMD","6/8/2023","8:08:00 AM",0.40,58.20,"2",74.30,88.50,0,"Heavy/regular traffic, noisy. Industrial area nearby.
RWBB, savannah sparrows.",0,,,,,,,,,,,
"23_2_0658",658,254,"ATC","5/10/2023","9:03:00 AM",1.60,63.10,"0",65.60,90.80,0,"grass seed in all directions",0,,,,,,,,,,,
"23_2_0692",692,423,"ATC","6/8/2023","7:48:00 AM",2.00,63.90,"2",72.80,89.80,0,"grass seed fields, fallow field next to road, moderate traffic",2,632,632,1,"M","A","4","X","S","X","X","heard song intermittenly but never seen. Traffic made it difficult to track distance and direction"
"23_2_0708",708,469,"JMD","5/3/2023","7:27:00 AM",0.00,49.80,"2",45.90,50.20,0,,0,,,,,,,,,,,
"23_2_0720",720,446,"JMD","5/8/2023","9:12:00 AM",0.30,57.00,"2",58.50,83.50,0,"East side is homes with trees and warehouse. West side is pretty barren field, no grass taller than a few inches, homes on either side of road.",0,,,,,,,,,,,
"23_2_0735",735,576,"JMD","6/15/2023","9:29:00 AM",0.60,65.50,"0",72.20,94.70,0,"Grass fields, steep/deep ditches. Regular traffic with plenty of trucks. Swallows, possible construction nearby.",0,,,,,,,,,,,
"23_2_0748",748,551,"JMD","6/8/2023","6:22:00 AM",0.00,56.00,"2",43.10,52.10,0,"Mature hazelnut trees, small area surrounded by tall trees and brambles. Does not seem ideal for SHLA.",0,,,,,,,,,,,
"23_2_0844",844,241,"ATC","5/19/2023","6:43:00 AM",2.70,62.20,"1",65.90,90.00,0,"grass seed left and right, creek with trees close by",0,,,,,,,,,,,
"23_2_0872",872,394,"ATC","6/5/2023","7:19:00 AM",2.90,65.20,"0",62.20,88.10,0,"clover and wheat fields, trees around edges of fields, houses with trees. Really nasty chemical smell",0,,,,,,,,,,,
"23_2_0907",907,572,"JMD","6/15/2023","8:45:00 AM",0.40,61.50,"0",44.50,56.20,0,"Homestead nearby, grass field, gravel shoulders. Tall trees nearby with lots of birdsong, lots of different swallows. Near I-5.",0,,,,,,,,,,,
"23_2_0916",916,405,"ATC","6/9/2023","6:06:00 AM",3.20,55.70,"2",57.30,82.80,0,"grass seed and clover, I5 nearby increases background noise",2,624,624,1,"M","A","4","S","S","X","X","heard song faintly in the distance"
"23_2_0933",933,421,"ATC","6/8/2023","5:49:00 AM",0.00,61.60,"2",46.70,75.10,0,"AMKE hunting close by, clover field with some grass seed as well",2,641,641,1,"M","A","3","S","S","S","S","skylarking"
"23_2_0933",933,421,"ATC","6/8/2023","5:49:00 AM",0.00,61.60,"2",46.70,75.10,0,"AMKE hunting close by, clover field with some grass seed as well",2,642,642,2,"M","A","3","X","S","S","S","singing from the ground further away, never seen"
"23_2_0936",936,580,"JMD","6/15/2023","9:00:00 AM",1.40,55.40,"0",61.30,77.40,0,"East is empty field, west is grass field.",2,661,661,1,"U","A",,"S","C","C","S","further east in field."
"23_2_0936",936,580,"JMD","6/15/2023","9:00:00 AM",1.40,55.40,"0",61.30,77.40,0,"East is empty field, west is grass field.",2,662,662,2,"U","A",,"X","X","C","X","overlapped slightly with other call/songs, but clealry in more west area of field"
"23_2_0948",948,280,"ATC","5/9/2023","9:01:00 AM",1.80,63.60,"2",63.30,86.90,0,"short vine crop (gourds?) on either side, fallow fields further away, woods nearby",0,,,,,,,,,,,
"23_2_0967",967,534,"JMD","6/6/2023","7:33:00 AM",0.40,60.70,"0",35.50,45.20,0,"Site is right under tall tree in front of a home, sugest moving it ot literally anywhere else on this road for a better field view.",0,,,,,,,,,,,
"23_2_1019",1019,269,"ATC","5/18/2023","8:27:00 AM",3.20,57.40,"2",60.40,81.80,0,"grass seed on one side, field of unkown white flowers on the other",0,,,,,,,,,,,
"23_2_1041",1041,467,"JMD","5/3/2023","8:04:00 AM",0.40,58.80,"1",40.20,55.40,0,"Tight road bend, tall trees on West side of road. Lots of birdsong coming from trees",0,,,,,,,,,,,
"23_2_1066",1066,557,"JMD","6/18/2023","8:25:00 AM",0.00,60.20,"2",60.40,83.90,0,"Single loud truck drove by. Gravel road, taller grass and plants in both fields. Barn swallows.",1,656,656,1,"U","A",,"S","S","X","S","in field North of road"
"23_2_1067",1067,556,"JMD","6/8/2023","8:42:00 AM",0.00,59.30,"2",37.10,55.40,0,"South side is lined with tall trees. North side is mid-height grasses. 
Loudest sounds were my own steps.",0,,,,,,,,,,,
"23_2_1102",1102,550,"JMD","6/8/2023","6:38:00 AM",0.00,57.30,"2",68.70,90.80,0,"Regular traffic, lots of pickups. Open fields, grass is about 7 inches maximum.
Songs heard form field west of road. Two songs heard briefly overlapping and at different volumes/areas from field.",2,655,655,2,"U","A",,"S","S","S","S","heard from left area of field"
"23_2_1102",1102,550,"JMD","6/8/2023","6:38:00 AM",0.00,57.30,"2",68.70,90.80,0,"Regular traffic, lots of pickups. Open fields, grass is about 7 inches maximum.
Songs heard form field west of road. Two songs heard briefly overlapping and at different volumes/areas from field.",2,654,654,1,"U","A",,"X","X","X","S","fainter song, heard from right side of west field, overlapped with other song briefly"
"23_2_1109",1109,224,"ATC","5/19/2023","9:12:00 AM",2.10,74.30,"1",68.50,83.60,0,"grass seed fields in all directions, large warehouse and other buildings close by",0,,,,,,,,,,,
"23_2_1121",1121,429,"ATC","6/9/2023","8:37:00 AM",3.10,65.40,"2",65.70,91.60,0,"grass seed, clover and mustard fields, large tree right next to point, people firing at gun range in the distance",1,635,635,1,"M","A","4","S","S","X","X","heard from a distance in the clover field"
"23_2_1123",1123,400,"ATC","6/9/2023","8:22:00 AM",3.40,66.40,"2",67.10,90.10,0,"fallow field on the right, mustard field on the left, houses nearby, large flock of 50+ starlings in the grass, grass seed fields nearby",0,,,,,,,,,,,
"23_2_1144",1144,486,"JMD","5/20/2023","5:51:00 AM",0.40,55.00,"1",63.10,84.10,0,"Loud farm equipment nearby. Displaying killdeer, male mallards",0,,,,,,,,,,,
"23_2_1261",1261,350,"JMD","5/18/2023","7:26:00 AM",0.90,70.70,"0",32.50,79.70,0,"Barn nearby, only a couple cars drove by quiet area
Swallows, Northern harrier",0,,,,,,,,,,,
"23_2_1262",1262,349,"JMD","5/18/2023","7:42:00 AM",0.00,73.00,"0",53.80,77.10,0,"Both sides of road have hazelnut fields, people on ATVs driving through fields",0,,,,,,,,,,,
"23_2_1270",1270,482,"JMD","5/20/2023","7:25:00 AM",0.70,58.10,"2",62.60,84.40,0,"East side has warehouses/industrial buildings, west side has fields around 2.5ft tall, steep ditches.
Lots of songbirds, swallows, doves",0,,,,,,,,,,,
"23_2_1292",1292,362,"JMD","5/17/2023","6:30:00 AM",0.30,57.70,"0",65.30,82.90,0,"Some mist over field, not a significant ammount",0,,,,,,,,,,,
"23_2_1306",1306,451,"JMD","5/8/2023","7:10:00 AM",0.50,51.40,"2",68.60,85.20,0,"Fairly busy road, no birds seen at all
Heard killdeer and RWBB",0,,,,,,,,,,,
"23_2_1325",1325,548,"JMD","6/8/2023","5:45:00 AM",0.20,55.70,"2",65.50,90.20,0,"Lots of birdsong. West side of road has taller growth, blocking view. CAQU.",0,,,,,,,,,,,
"23_2_1345",1345,570,"JMD","6/15/2023","8:12:00 AM",0.80,58.40,"0",41.50,54.30,0,"South side is wheat, north side is mature hazelnut trees.
Killdeer.",0,,,,,,,,,,,
"23_2_1356",1356,573,"JMD","6/15/2023","7:58:00 AM",0.60,64.50,"0",62.60,86.50,0,"Steep ditches, east side is cornfield, west side if grass field. 
Little traffic",1,660,660,1,"U","A",,"X","X","C","C","Was unsure when I heard it, confirmed after using Audubon app."
"23_2_1375",1375,403,"ATC","6/9/2023","7:07:00 AM",1.40,61.00,"2",71.90,86.80,0,"grass seed fields and empty fields with bare ground, house right next to raod with trees, dogs barking, paused to talk with homeowner, moderate traffic",0,,,,,,,,,,,
"23_2_1386",1386,574,"JMD","6/15/2023","8:30:00 AM",0.00,63.50,"0",46.80,64.20,0,"Grass field, river with tall trees nearby. Goldfiches. No traffic.",0,,,,,,,,,,,
"23_2_1387",1387,447,"JMD","5/8/2023","7:48:00 AM",0.50,54.10,"1",39.90,48.60,0,"West side is newly planted field, nest stand in field. Seems suitable",0,,,,,,,,,,,
"23_2_1402",1402,461,"JMD","5/4/2023","8:08:00 AM",0.00,49.40,"2",55.00,79.90,0,"Killdeer
Point is across from artificial pond, and property with tall trees on South side",0,,,,,,,,,,,
"23_2_1419",1419,276,"ATC","5/10/2023","6:40:00 AM",1.10,55.20,"0",67.40,78.40,0,"fields with bare ground, fairly heavy traffic",0,,,,,,,,,,,
"23_2_1444",1444,477,"JMD","5/20/2023","9:16:00 AM",0.80,58.00,"2",54.60,75.20,0,"Seems line an ideal spot. Noise from I-5 can faintly be heard. Lots of barn swallows",0,,,,,,,,,,,
"23_2_1467",1467,538,"JMD","6/6/2023","6:43:00 AM",0.00,55.80,"0",60.30,87.90,0,"Homes, barns/warehouses nearby. Single car drove by.
Barn swallows.",0,,,,,,,,,,,
"23_2_1485",1485,452,"JMD","5/8/2023","7:30:00 AM",0.30,52.40,"2",48.20,75.00,0,"Very tall trees along North side, pictures uploaded for references. Grass along South side at least 2.5 feet tall -does not seem very suitable. Very quiet area, no cars drove by.",0,,,,,,,,,,,
"23_2_1514",1514,483,"JMD","5/20/2023","6:25:00 AM",0.00,58.30,"1",35.30,58.00,0,"West side is hazelnut trees. Gravel road. California quail nearby.",1,647,647,1,"M","A","2","V","X","X","X","flew away soon after"
"23_2_1515",1515,485,"JMD","5/20/2023","6:07:00 AM",0.60,57.00,"1",32.10,47.80,0,"Ideal spot - open, short growth, quiet",0,,,,,,,,,,,
"23_2_1531",1531,268,"ATC","5/18/2023","8:50:00 AM",3.20,54.80,"2",64.30,80.10,0,"grass seed all directions, wide gravel road shoulders with bunchgrass, survey paused to talk with curious driver",0,,,,,,,,,,,
"23_2_1664",1664,265,"ATC","5/18/2023","7:15:00 AM",1.90,60.60,"2",66.50,85.40,0,"grass seed on one side, fallow field on the other, creek with bushes and trees",0,,,,,,,,,,,
"23_2_1665",1665,571,"JMD","6/15/2023","9:14:00 AM",0.80,59.10,"0",67.70,90.40,0,"Gravel road. Couple of vehicles, noisy and dusty. 
Savannah sparrow, swallows, killdeer.",0,,,,,,,,,,,
"23_2_1670",1670,464,"JMD","5/4/2023","6:20:00 AM",0.50,50.30,"2",49.70,62.80,0,"Redwinged blackbirds, swallows
Survey interrupted by nearby homeowner curious about my activity, nice guy. Orchard recently planted",0,,,,,,,,,,,
"23_2_1676",1676,554,"JMD","6/8/2023","7:48:00 AM",0.00,58.80,"2",32.80,45.30,0,,0,,,,,,,,,,,
"23_2_1680",1680,430,"ATC","6/9/2023","9:41:00 AM",0.00,71.40,"2",52.10,78.60,0,"grass seed fields, wheat field, hazelnut orchards",0,,,,,,,,,,,
"23_2_1687",1687,391,"ATC","6/5/2023","5:36:00 AM",0.00,53.40,"1",59.00,86.00,0,"grass seed fields all directions, house near point, woods in the distance",0,,,,,,,,,,,
"23_2_1688",1688,328,"MLG","6/2/2023","9:22:00 AM",1.80,63.00,"0",7.90,78.60,0,"Tall grass on both sides of point",0,,,,,,,,,,,
"23_2_1696",1696,398,"ATC","6/5/2023","8:06:00 AM",2.00,69.30,"0",68.60,85.50,0,"houses and dense woodland areas in all directions, heavy traffic",0,,,,,,,,,,,
"23_2_1700",1700,466,"JMD","5/4/2023","9:01:00 AM",0.00,48.70,"4",46.70,77.60,0,"East roadside has clusters of homes, steep ditches with trees.
N. harrier",0,,,,,,,,,,,
"23_2_1717",1717,465,"JMD","5/4/2023","8:32:00 AM",0.30,49.40,"2",48.80,66.70,0,"Dog on propery across the street pacing. Trees and shrubery along east roadside, tall fence along west side",0,,,,,,,,,,,
"23_2_1720",1720,274,"ATC","5/10/2023","8:19:00 AM",2.10,60.30,"0",41.00,69.40,0,"hazelnut orchard and woods on the right, grass seed and pasture with horse on the left",0,,,,,,,,,,,
"23_2_1757",1757,410,"ATC","6/10/2023","7:37:00 AM",1.10,64.40,"1",56.40,79.30,0,"patch of oaks surrounding point, grass seed field in all directions beyond trees",0,,,,,,,,,,,
"23_2_1796",1796,238,"ATC","5/19/2023","8:56:00 AM",1.30,77.40,"1",74.30,92.40,0,"Fairly heavy traffic, hazelnuts on the right, grass seed on the left",0,,,,,,,,,,,
"23_2_1814",1814,278,"ATC","5/8/2023","7:41:00 AM",0.00,57.10,"4",76.30,98.20,0,"overgrown field on one side, woods on the other, started raining harder towards end of survey",0,,,,,,,,,,,
"23_2_1819",1819,327,"MLG","6/2/2023","9:05:00 AM",1.40,62.70,"0",2.90,17.80,0,"Other sp. TRSW, VGSW, SASP
Tall grass on either side. House to the SW",0,,,,,,,,,,,
"23_2_1834",1834,411,"ATC","6/10/2023","7:21:00 AM",5.80,68.20,"1",61.90,86.60,0,"grass seed fields in all directions, some patches of trees in the distance, wind picking up",0,,,,,,,,,,,
"23_2_1844",1844,272,"ATC","5/9/2023","6:51:00 AM",1.80,52.60,"2",70.80,87.00,0,"houses and trees on both sides, young hazelnut orchard nearby",0,,,,,,,,,,,
"23_2_1845",1845,252,"ATC","5/10/2023","7:35:00 AM",1.00,55.10,"0",54.10,77.90,0,"buildings on the right, overgrown fields and creeks with trees on the left",0,,,,,,,,,,,
"23_2_1878",1878,537,"JMD","6/6/2023","8:00:00 AM",0.80,64.20,"0",34.10,48.60,0,"Not much sound at all.",0,,,,,,,,,,,
"23_2_1880",1880,536,"JMD","6/6/2023","7:47:00 AM",0.80,60.00,"0",36.80,61.30,0,"Line of tall trees along west side of road. Lots of RWBB, loud.",0,,,,,,,,,,,
