OBJECTID,Site_ID,FID,ln_UTM1083,lt_UTM1083,siteID,siteuse,replsit,ln_WGS84,lt_WGS84,stratum,wgt,ip,caty,aux,uniq_ID,srvy_st,keep,fr_yr__,pct_suitable_2021,OBJECTID_1,ORIG_FID,ID,FEATTYP,FT,F_JNCTID,F_JNCTTYP,T_JNCTID,T_JNCTTYP,PJ,METERS,FRC,NETCLASS,NETBCLASS,NET2CLASS,SOL,NAMETYP,CHARGE,SHIELDNUM,RTETYP,RTEDIR,RTEDIRVD,PROCSTAT,FOW,SLIPRD,FREEWAY,BACKRD,TOLLRD,RDCOND,STUBBLE,PRIVATERD,CONSTATUS,ONEWAY,F_BP,T_BP,F_ELEV,T_ELEV,KPH,MINUTES,POSACCUR,CARRIAGE,LANES,RAMP,ADAS,TRANS,DYNSPEED,SPEEDCAT,NTHRUTRAF,ROUGHRD,PARTSTRUC,STATE,FULLNAME,PREFIX,PRETYPE,NAME,TYPE,SUFFIX,NAME_DIR,NAMELC,GIS_PRC_DT,Shape_Length,Shape_Area,recovery_zone,unique_ID,max_2017,max_2018,max_2020,max_2021,max_2017_scaled,max_2018_scaled,max_2020_scaled,max_2021_scaled,X_coord,Y_coord,four_year_avg,four_year_avg_scaled,pct_suitable_2021_2022
101,2073,72,502300,4939780,Site-073,Legacy,None,-122.969999999999999,44.609999999999999,None,7.730000000000000,0.120000000000000,None,0.900000000000000,2200,1,1,0.900000000000000,0.2408742,2793,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GERIG,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,2200,7,8,8,8,0.6960000,0.7940000,0.7940000,0.7940000,-122.9710083,44.6114044,7.7500000,0.9035294,0.2408742
102,2074,73,496852,4907800,Site-074,Legacy,None,-123.030000000000001,44.320000000000000,None,7.730000000000000,0.120000000000000,None,0.900000000000000,1996,1,1,0.900000000000000,0.5065327,2555,1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOND BUTTE,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1996,8,8,7,8,0.7940000,0.7940000,0.6960000,0.7940000,-123.0394821,44.3234138,7.7500000,0.9035294,0.5065327
103,2075,74,501006,4939700,Site-075,Legacy,None,-122.980000000000004,44.609999999999999,None,7.980000000000000,0.120000000000000,None,0.870000000000000,5583,1,1,0.870000000000000,0.4509299,7278,6502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENGEL,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,5583,6,8,8,8,0.5980000,0.7940000,0.7940000,0.7940000,-122.9873123,44.6106567,7.5000000,0.8747059,0.4509299
104,2076,75,491213,4920890,Site-076,Legacy,None,-123.109999999999999,44.439999999999998,None,9.560000000000000,0.100000000000000,None,0.730000000000000,3917,1,1,0.730000000000000,0.0000000,4961,4185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALBANY-JUNCTION CITY,HWY,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,3917,7,6,6,6,0.6960000,0.5980000,0.5980000,0.5980000,-123.1104202,44.4412956,6.2500000,0.7305883,0.0000000
105,2077,76,499681,4922870,Site-077,Legacy,None,-123.000000000000000,44.450000000000003,None,8.539999999999999,0.110000000000000,None,0.810000000000000,5662,1,1,0.810000000000000,0.7100226,7392,6616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARRISON,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,5662,6,8,6,8,0.5980000,0.7940000,0.5980000,0.7940000,-123.0040054,44.4591255,7.0000000,0.8170588,0.7100226
106,2078,77,498531,4930200,Site-078,Legacy,None,-123.010000000000005,44.520000000000003,None,8.539999999999999,0.110000000000000,None,0.810000000000000,5383,1,1,0.810000000000000,0.0002754,6987,6211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARKER,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,5383,7,7,7,7,0.6960000,0.6960000,0.6960000,0.6960000,-123.0184860,44.5251503,7.0000000,0.8170588,0.0002754
107,2079,78,489220,4928460,Site-079,Legacy,None,-123.129999999999995,44.500000000000000,None,7.980000000000000,0.120000000000000,None,0.870000000000000,5690,1,1,0.870000000000000,0.2526551,7427,6651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCLAGAN,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,5690,6,8,8,8,0.5980000,0.7940000,0.7940000,0.7940000,-123.1356201,44.5094070,7.5000000,0.8747059,0.2526551
108,2080,79,496100,4928600,Site-080,Legacy,None,-123.040000000000006,44.509999999999998,None,8.859999999999999,0.110000000000000,None,0.780000000000000,2026,1,1,0.780000000000000,0.0005446,2590,1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEVEN MILE,LN,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,2026,8,5,7,7,0.7940000,0.5000000,0.6960000,0.6960000,-123.0490570,44.5107384,6.7500000,0.7882353,0.0005446
109,2081,80,498366,4912950,Site-081,Legacy,None,-123.019999999999996,44.359999999999999,None,9.560000000000000,0.100000000000000,None,0.730000000000000,1025,1,1,0.730000000000000,0.4559168,1376,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE CREEK,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1025,5,6,6,8,0.5000000,0.5980000,0.5980000,0.7940000,-123.0205154,44.3698463,6.2500000,0.7305883,0.4559168
110,2082,81,494723,4952840,Site-082,Legacy,None,-123.060000000000002,44.719999999999999,None,9.949999999999999,0.100000000000000,None,0.700000000000000,1703,1,1,0.700000000000000,0.0000000,2183,1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOEFER,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1703,7,5,6,6,0.6960000,0.5000000,0.5980000,0.5980000,-123.0666351,44.7289543,6.0000000,0.7017647,0.0000000
111,2083,82,488155,4924760,Site-083,Legacy,None,-123.140000000000001,44.469999999999999,None,8.859999999999999,0.110000000000000,None,0.780000000000000,5797,1,1,0.780000000000000,0.9295629,7552,6776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREEN VALLEY,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,5797,7,6,6,8,0.6960000,0.5980000,0.5980000,0.7940000,-123.1489334,44.4760704,6.7500000,0.7882353,0.9295629
112,2084,83,492723,4924170,Site-084,Legacy,None,-123.090000000000003,44.469999999999999,None,7.980000000000000,0.120000000000000,None,0.870000000000000,1345,1,1,0.870000000000000,0.1006949,1761,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIRTH,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1345,7,8,7,8,0.6960000,0.7940000,0.6960000,0.7940000,-123.0914917,44.4708328,7.5000000,0.8747059,0.1006949
113,2085,84,486380,4910260,Site-085,Legacy,None,-123.170000000000002,44.340000000000003,None,8.859999999999999,0.110000000000000,None,0.780000000000000,5707,1,1,0.780000000000000,0.4605118,7445,6669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIXON,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,5707,5,8,6,8,0.5000000,0.7940000,0.5980000,0.7940000,-123.1708755,44.3454552,6.7500000,0.7882353,0.4605118
114,2086,85,496802,4936970,Site-086,Legacy,None,-123.040000000000006,44.579999999999998,None,7.490000000000000,0.130000000000000,None,0.930000000000000,1670,1,1,0.930000000000000,0.3542412,2143,1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRY,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1670,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-123.0402832,44.5860558,8.0000000,0.9323530,0.3542412
115,2087,86,488092,4915540,Site-087,Legacy,None,-123.150000000000006,44.390000000000001,None,8.250000000000000,0.120000000000000,None,0.840000000000000,4796,1,1,0.840000000000000,0.1447596,6155,5379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMERICAN,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,4796,6,8,7,8,0.5980000,0.7940000,0.6960000,0.7940000,-123.1495209,44.3930702,7.2500000,0.8458824,0.1447596
116,2088,87,493792,4957860,Site-088,Legacy,None,-123.069999999999993,44.770000000000003,None,8.539999999999999,0.110000000000000,None,0.810000000000000,4748,1,1,0.810000000000000,0.0188820,6088,5312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WINTEL,RD,S,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,4748,6,8,6,8,0.5980000,0.7940000,0.5980000,0.7940000,-123.0784531,44.7741508,7.0000000,0.8170588,0.0188820
117,2089,88,490897,4892880,Site-089,Legacy,None,-123.109999999999999,44.180000000000000,None,7.490000000000000,0.130000000000000,None,0.930000000000000,3990,1,1,0.930000000000000,0.9971401,5060,4284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,CROSSROADS,LN,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,3990,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-123.1138992,44.1890411,8.0000000,0.9323530,0.9971401
118,2090,89,502984,4913350,Site-090,Legacy,None,-122.959999999999994,44.369999999999997,None,7.730000000000000,0.120000000000000,None,0.900000000000000,2010,1,1,0.900000000000000,0.3386368,2572,1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYE,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,2010,7,8,8,8,0.6960000,0.7940000,0.7940000,0.7940000,-122.9625397,44.3733826,7.7500000,0.9035294,0.3386368
119,2091,90,492549,4956810,Site-091,Legacy,None,-123.090000000000003,44.759999999999998,None,9.949999999999999,0.100000000000000,None,0.700000000000000,4845,1,1,0.700000000000000,0.0000000,6219,5443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARLATT,RD,S,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,4845,6,5,6,7,0.5980000,0.5000000,0.5980000,0.6960000,-123.0941467,44.7646179,6.0000000,0.7017647,0.0000000
120,2092,91,499244,4900180,Site-092,Legacy,None,-123.000000000000000,44.250000000000000,None,7.730000000000000,0.120000000000000,None,0.900000000000000,1188,1,1,0.900000000000000,0.6720651,1572,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GAP,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1188,7,8,8,8,0.6960000,0.7940000,0.7940000,0.7940000,-123.0094681,44.2548523,7.7500000,0.9035294,0.6720651
121,2093,92,494376,4926490,Site-093,Legacy,None,-123.069999999999993,44.490000000000002,None,8.859999999999999,0.110000000000000,None,0.780000000000000,4454,1,1,0.780000000000000,0.0958758,5715,4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WITT,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,4454,6,8,5,8,0.5980000,0.7940000,0.5000000,0.7940000,-123.0707397,44.4917183,6.7500000,0.7882353,0.0958758
122,2094,93,492469,4947860,Site-094,Legacy,None,-123.090000000000003,44.680000000000000,None,9.560000000000000,0.100000000000000,None,0.730000000000000,3214,1,1,0.730000000000000,0.1561040,4052,3276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONSER,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,3214,5,6,6,8,0.5000000,0.5980000,0.5980000,0.7940000,-123.0950394,44.6841125,6.2500000,0.7305883,0.1561040
123,2095,94,494261,4891780,Site-095,Legacy,None,-123.069999999999993,44.170000000000002,None,7.980000000000000,0.120000000000000,None,0.870000000000000,1662,1,1,0.870000000000000,0.2481860,2134,1358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,COBURG,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1662,6,8,8,8,0.5980000,0.7940000,0.7940000,0.7940000,-123.0718002,44.1792488,7.5000000,0.8747059,0.2481860
124,2096,95,483810,4933730,Site-096,Legacy,None,-123.200000000000003,44.549999999999997,None,7.490000000000000,0.130000000000000,None,0.930000000000000,2407,1,1,0.930000000000000,0.0795882,3035,2259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHITE OAK,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,2407,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-123.2038498,44.5567322,8.0000000,0.9323530,0.0795882
125,2097,96,484400,4914660,Site-097,Legacy,None,-123.189999999999998,44.380000000000003,None,8.250000000000000,0.120000000000000,None,0.840000000000000,1816,1,1,0.840000000000000,0.8728561,2318,1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICEWOOD,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1816,6,8,7,8,0.5980000,0.7940000,0.6960000,0.7940000,-123.1958466,44.3850060,7.2500000,0.8458824,0.8728561
126,2098,97,494571,4901700,Site-098,Legacy,None,-123.060000000000002,44.259999999999998,None,8.539999999999999,0.110000000000000,None,0.810000000000000,1270,1,1,0.810000000000000,0.1621518,1670,894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,COBURG,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1270,6,7,7,8,0.5980000,0.6960000,0.6960000,0.7940000,-123.0680237,44.2685051,7.0000000,0.8170588,0.1621518
127,2099,98,488643,4911850,Site-099,Legacy,None,-123.140000000000001,44.350000000000001,None,8.539999999999999,0.110000000000000,None,0.810000000000000,1584,1,1,0.810000000000000,0.2580965,2042,1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE CREEK,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1584,7,7,6,8,0.6960000,0.6960000,0.5980000,0.7940000,-123.1425171,44.3598709,7.0000000,0.8170588,0.2580965
128,2100,99,494464,4919110,Site-100,Legacy,None,-123.060000000000002,44.420000000000002,None,8.859999999999999,0.110000000000000,None,0.780000000000000,2450,1,1,0.780000000000000,0.3417385,3089,2313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINN WEST,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,2450,5,8,6,8,0.5000000,0.7940000,0.5980000,0.7940000,-123.0695419,44.4252357,6.7500000,0.7882353,0.3417385
129,2101,100,492515,4919120,Site-101,Legacy,None,-123.090000000000003,44.420000000000002,None,8.250000000000000,0.120000000000000,None,0.840000000000000,2447,1,1,0.840000000000000,0.4748505,3086,2310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINN WEST,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,2447,6,8,7,8,0.5980000,0.7940000,0.6960000,0.7940000,-123.0940323,44.4253616,7.2500000,0.8458824,0.4748505
130,2102,101,507115,4933570,Site-102,Legacy,None,-122.909999999999997,44.549999999999997,None,10.380000000000001,0.090000000000000,None,0.670000000000000,3539,1,1,0.670000000000000,0.0000000,4472,3696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SANTIAM,HWY,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,3539,5,6,5,7,0.5000000,0.5980000,0.5000000,0.6960000,-122.9104156,44.5554657,5.7500000,0.6729411,0.0000000
131,2103,102,507087,4913360,Site-103,Legacy,None,-122.909999999999997,44.369999999999997,None,8.859999999999999,0.110000000000000,None,0.780000000000000,5275,1,1,0.780000000000000,0.2375879,6822,6046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HALSEY-SWEET HOME,HWY,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,5275,6,8,5,8,0.5980000,0.7940000,0.5000000,0.7940000,-122.9110413,44.3734627,6.7500000,0.7882353,0.2375879
132,2104,103,503310,4924310,Site-104,Legacy,None,-122.950000000000003,44.469999999999999,None,8.859999999999999,0.110000000000000,None,0.780000000000000,5840,1,1,0.780000000000000,0.0160335,7604,6828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWNSVILLE,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,5840,6,7,6,8,0.5980000,0.6960000,0.5980000,0.7940000,-122.9583893,44.4721107,6.7500000,0.7882353,0.0160335
133,2105,104,497414,4940860,Site-105,Legacy,None,-123.030000000000001,44.619999999999997,None,7.490000000000000,0.130000000000000,None,0.930000000000000,1699,1,1,0.930000000000000,0.2984951,2179,1403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KENNEL,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,1699,8,8,8,8,0.7940000,0.7940000,0.7940000,0.7940000,-123.0325928,44.6210518,8.0000000,0.9323530,0.2984951
134,2106,105,504410,4912260,Site-106,Legacy,None,-122.939999999999998,44.359999999999999,None,8.250000000000000,0.120000000000000,None,0.840000000000000,4983,1,1,0.840000000000000,0.4724654,6372,5596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COURTNEY CREEK,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,4983,7,8,6,8,0.6960000,0.7940000,0.5980000,0.7940000,-122.9446640,44.3636284,7.2500000,0.8458824,0.4724654
135,2107,106,488336,4902310,Site-107,Legacy,None,-123.140000000000001,44.270000000000003,None,7.980000000000000,0.120000000000000,None,0.870000000000000,4631,1,1,0.870000000000000,0.3787851,5937,5161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TERRITORIAL,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,4631,6,8,8,8,0.5980000,0.7940000,0.7940000,0.7940000,-123.1461563,44.2739105,7.5000000,0.8747059,0.3787851
136,2108,107,491214,4919780,Site-108,Base,None,-123.109999999999999,44.430000000000000,None,9.190000000000000,0.100000000000000,None,0.750000000000000,691,2,0,0.750000000000000,0.0000000,967,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALBANY-JUNCTION CITY,HWY,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,691,5,6,8,7,0.5000000,0.5980000,0.7940000,0.6960000,-123.1103821,44.4312935,6.5000000,0.7594118,0.0000000
137,2109,108,491221,4924600,Site-109,Base,None,-123.109999999999999,44.469999999999999,None,9.949999999999999,0.100000000000000,None,0.700000000000000,4347,2,0,0.700000000000000,0.0004626,5573,4797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALBANY-JUNCTION CITY,HWY,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,4347,5,6,6,7,0.5000000,0.5980000,0.5980000,0.6960000,-123.1103745,44.4746628,6.0000000,0.7017647,0.0004626
138,2110,109,505834,4938930,Site-110,Base,None,-122.920000000000002,44.600000000000001,None,10.380000000000001,0.090000000000000,None,0.670000000000000,2828,2,0,0.670000000000000,0.0000000,3530,2754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HONEY SIGN,DR,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,2828,6,5,6,6,0.5980000,0.5000000,0.5980000,0.5980000,-122.9264908,44.6036987,5.7500000,0.6729411,0.0000000
139,2111,110,490967,4958230,Site-111,Base,None,-123.109999999999999,44.770000000000003,None,11.350000000000000,0.080000000000000,None,0.610000000000000,3328,2,0,0.610000000000000,0.0000000,4190,3414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUENA VISTA,RD,S,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,3328,5,5,5,6,0.5000000,0.5000000,0.5000000,0.5980000,-123.1141663,44.7774315,5.2500000,0.6152941,0.0000000
140,2112,111,484045,4913750,Site-112,Base,None,-123.189999999999998,44.369999999999997,None,9.560000000000000,0.100000000000000,None,0.730000000000000,851,2,0,0.730000000000000,0.2984813,1172,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEORIA,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,851,5,6,6,8,0.5000000,0.5980000,0.5980000,0.7940000,-123.2002792,44.3768234,6.2500000,0.7305883,0.2984813
141,2113,112,500014,4956340,Site-113,Base,None,-123.000000000000000,44.759999999999998,None,8.539999999999999,0.110000000000000,None,0.810000000000000,2420,2,0,0.810000000000000,0.4410549,3053,2277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKELTON,RD,SE,,,07/22/2019,1256.637061435917303,125663.706143591727596,2,2420,6,8,6,8,0.5980000,0.7940000,0.5980000,0.7940000,-122.9998245,44.7604790,7.0000000,0.8170588,0.4410549
142,3001,0,477590,4968720,Site-001,Legacy,None,-123.280000000000001,44.869999999999997,None,10.320000000000000,0.090000000000000,None,0.780000000000000,3653,1,1,0.780000000000000,0.0097837,4605,3829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BALLARD,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,3653,6,7,7,7,0.5980000,0.6960000,0.6960000,0.6960000,-123.2837067,44.8715782,6.7500000,0.7882353,0.0097837
143,3002,1,480834,4969270,Site-002,Legacy,None,-123.239999999999995,44.869999999999997,None,10.710000000000001,0.090000000000000,None,0.750000000000000,900,1,1,0.750000000000000,0.0092700,1230,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAMS,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,900,6,6,6,8,0.5980000,0.5980000,0.5980000,0.7940000,-123.2426529,44.8765793,6.5000000,0.7594118,0.0092700
144,3003,2,477847,4909540,Site-003,Legacy,None,-123.269999999999996,44.329999999999998,None,9.300000000000001,0.100000000000000,None,0.870000000000000,2452,1,1,0.870000000000000,0.2105009,3091,2315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOW PIT,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,2452,6,8,8,8,0.5980000,0.7940000,0.7940000,0.7940000,-123.2779007,44.3388138,7.5000000,0.8747059,0.2105009
145,3004,3,481639,4884740,Site-004,Legacy,None,-123.219999999999999,44.109999999999999,None,9.300000000000001,0.100000000000000,None,0.870000000000000,1055,1,1,0.870000000000000,0.1029339,1411,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERRYMAN,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,1055,6,8,8,8,0.5980000,0.7940000,0.7940000,0.7940000,-123.2294617,44.1155853,7.5000000,0.8747059,0.1029339
146,3005,4,474335,4997510,Site-005,Legacy,None,-123.319999999999993,45.130000000000003,None,9.609999999999999,0.100000000000000,None,0.840000000000000,70,1,1,0.840000000000000,0.0066862,109,109,488400000917331,4110,0,488400200155942,0,488400200158825,0,0,1086.799999999999955,7,0,0,4,0,17, , ,0, , ,1,3,0,0,0, ,1,0,0, ,,0,0,0,0,24,2.717000000000000,0, ,0,0,0,0,0,7,0,0,0,Oregon,SW Vineyard Ln,SW, ,Vineyard,Ln, ,,en,,1256.637061435917303,125663.706143591727596,3,70,7,8,7,7,0.6960000,0.7940000,0.6960000,0.6960000,-123.3263702,45.1306000,7.2500000,0.8458824,0.0066862
147,3006,5,470928,4987340,Site-006,Legacy,None,-123.359999999999999,45.030000000000001,None,9.300000000000001,0.100000000000000,None,0.870000000000000,4937,1,1,0.870000000000000,0.2510824,6321,5545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST PERRYDALE,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,4937,6,8,8,8,0.5980000,0.7940000,0.7940000,0.7940000,-123.3691177,45.0389290,7.5000000,0.8747059,0.2510824
148,3007,6,475308,4921980,Site-007,Legacy,None,-123.299999999999997,44.450000000000003,None,9.000000000000000,0.110000000000000,None,0.900000000000000,2825,1,1,0.900000000000000,0.3595414,3527,2751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUCHANAN,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,2825,7,8,8,8,0.6960000,0.7940000,0.7940000,0.7940000,-123.3103409,44.4507141,7.7500000,0.9035294,0.3595414
149,3008,7,482291,4888540,Site-008,Legacy,None,-123.219999999999999,44.140000000000001,None,9.000000000000000,0.110000000000000,None,0.900000000000000,2409,1,1,0.900000000000000,0.9782301,3038,2262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEADOWVIEW,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,2409,7,8,8,8,0.6960000,0.7940000,0.7940000,0.7940000,-123.2214355,44.1498222,7.7500000,0.9035294,0.9782301
150,3009,8,483668,4986470,Site-009,Legacy,None,-123.200000000000003,45.030000000000001,None,11.130000000000001,0.080000000000000,None,0.730000000000000,3968,1,1,0.730000000000000,0.0000000,5034,4258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PACIFIC,HWY,W,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,3968,5,8,5,7,0.5000000,0.7940000,0.5000000,0.6960000,-123.2073364,45.0315056,6.2500000,0.7305883,0.0000000
151,3010,9,483194,4926120,Site-010,Legacy,None,-123.209999999999994,44.479999999999997,None,11.590000000000000,0.080000000000000,None,0.700000000000000,550,1,1,0.700000000000000,0.0125863,799,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEORIA,RD,,,,07/22/2019,1256.637061435917303,125663.706143591727596,3,550,5,6,6,7,0.5000000,0.5980000,0.5980000,0.6960000,-123.2113647,44.4881935,6.0000000,0.7017647,0.0125863
