OBJECTID,ORIG_FID,ID,FEATTYP,FT,F_JNCTID,F_JNCTTYP,T_JNCTID,T_JNCTTYP,PJ,METERS,FRC,NETCLASS,NETBCLASS,NET2CLASS,SOL,NAMETYP,CHARGE,SHIELDNUM,RTETYP,RTEDIR,RTEDIRVD,PROCSTAT,FOW,SLIPRD,FREEWAY,BACKRD,TOLLRD,RDCOND,STUBBLE,PRIVATERD,CONSTATUS,ONEWAY,F_BP,T_BP,F_ELEV,T_ELEV,KPH,MINUTES,POSACCUR,CARRIAGE,LANES,RAMP,ADAS,TRANS,DYNSPEED,SPEEDCAT,NTHRUTRAF,ROUGHRD,PARTSTRUC,STATE,FULLNAME,PREFIX,PRETYPE,NAME,TYPE,SUFFIX,NAME_DIR,NAMELC,GIS_PRC_DT,recovery_zone,unique_ID,max_2017,max_2018,max_2020,max_2021,max_2017_scaled,max_2018_scaled,max_2020_scaled,max_2021_scaled,X_coord,Y_coord,four_year_avg,four_year_avg_scaled,pct_suitable_2021,UTM_X,UTM_Y,Shape_Length,Shape_Area,surveyed_2022,num_birds_2022
3235,3504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,RIDGE,RD,,,,07/22/2019,1,3403,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.4358978,45.3079758,0.0000000,0.0100000,0.0000000,544221.0625000,5017318.0000000,1256.637061435917303,125663.706143591727596,0,
3236,3505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,DRYLAND,RD,,,,07/22/2019,1,3404,6,6,6,6,0.5980000,0.5980000,0.5980000,0.5980000,-122.6507187,45.1307068,6.0000000,0.7017647,0.0000000,527466.0000000,4997530.0000000,1256.637061435917303,125663.706143591727596,0,
3237,3506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,WILD IRIS,LN,,,,07/22/2019,1,3405,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.4187088,45.3329926,0.0000000,0.0100000,0.0000000,545548.3125000,5020107.0000000,1256.637061435917303,125663.706143591727596,0,
3238,3507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,PETTIBONE,DR,,,,07/22/2019,3,3406,6,8,5,6,0.5980000,0.7940000,0.5000000,0.5980000,-123.2088165,44.6429367,6.2500000,0.7305883,0.0000000,483440.1250000,4943307.5000000,1256.637061435917303,125663.706143591727596,0,
3239,3508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,CENTRAL POINT,RD,,,,07/22/2019,1,3407,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.6268082,45.3148842,0.0000000,0.0100000,0.0000000,529251.8750000,5017998.5000000,1256.637061435917303,125663.706143591727596,0,
3240,3509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,MERIDIAN,RD,,,,07/22/2019,1,3408,7,7,5,7,0.6960000,0.6960000,0.5000000,0.6960000,-122.7570572,45.1384621,6.5000000,0.7594118,0.0005176,519101.3125000,4998361.0000000,1256.637061435917303,125663.706143591727596,0,
3241,3510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW,,SCHOLLS FERRY,RD,,,,07/22/2019,1,3409,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.8966904,45.4187889,0.0000000,0.0100000,0.0000000,508082.5937500,5029479.5000000,1256.637061435917303,125663.706143591727596,0,
3242,3511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW,,SCHOLLS FERRY,RD,,,,07/22/2019,1,3410,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.9048462,45.4199104,0.0000000,0.0100000,0.0000000,507444.8125000,5029603.5000000,1256.637061435917303,125663.706143591727596,0,
3243,3512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VINEYARD VIEW,LN,NE,,,07/22/2019,1,3411,7,7,7,6,0.6960000,0.6960000,0.6960000,0.5980000,-122.8012619,44.9639320,6.7500000,0.7882353,0.0000000,515673.5937500,4978963.0000000,1256.637061435917303,125663.706143591727596,0,
3244,3513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,MOLALLA FOREST,RD,,,,07/22/2019,1,3412,5,5,4,7,0.5000000,0.5000000,0.4020000,0.6960000,-122.6302338,45.2235260,5.2500000,0.6152941,0.0047746,529029.5000000,5007848.5000000,1256.637061435917303,125663.706143591727596,0,
3245,3519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,FERGUSON,RD,,,,07/22/2019,1,3414,6,6,6,6,0.5980000,0.5980000,0.5980000,0.5980000,-122.5280914,45.2820396,6.0000000,0.7017647,0.0000000,537010.9375000,5014390.5000000,1256.637061435917303,125663.706143591727596,0,
3246,3520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/22/2019,3,3415,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.9711227,44.0240059,0.0000000,0.0100000,0.0000000,502314.5312500,4874539.5000000,1256.637061435917303,125663.706143591727596,0,
3247,3521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NW,,HILLSIDE,RD,,,,07/22/2019,1,3416,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.1603241,45.5699959,0.0000000,0.0100000,0.0000000,487490.1562500,5046285.5000000,1256.637061435917303,125663.706143591727596,0,
3248,3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NW,,BANKS,RD,,,,07/22/2019,1,3417,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.0921478,45.6215973,0.0000000,0.0100000,0.0000000,492816.4375000,5052010.0000000,1256.637061435917303,125663.706143591727596,0,
3249,3523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,ELISHA,RD,,,,07/22/2019,1,3418,6,7,6,7,0.5980000,0.6960000,0.5980000,0.6960000,-122.6375427,45.2210655,6.5000000,0.7594118,0.0028582,528457.0000000,5007572.5000000,1256.637061435917303,125663.706143591727596,0,
3250,3524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,ELISHA,RD,,,,07/22/2019,1,3419,6,7,7,6,0.5980000,0.6960000,0.6960000,0.5980000,-122.6405716,45.2161026,6.5000000,0.7594118,0.0000000,528222.0000000,5007020.0000000,1256.637061435917303,125663.706143591727596,0,
3251,3525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NW,,STAFFORD,RD,,,,07/22/2019,1,3420,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.1612167,45.6114922,0.0000000,0.0100000,0.0000000,487429.4687500,5050895.5000000,1256.637061435917303,125663.706143591727596,0,
3252,3526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOVERN,LN,,,,07/22/2019,3,3421,6,5,8,6,0.5980000,0.5000000,0.7940000,0.5980000,-123.1698456,44.1808624,6.2500000,0.7305883,0.0000000,486424.4687500,4891975.5000000,1256.637061435917303,125663.706143591727596,1,0
3253,3527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/22/2019,3,3422,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.0729065,43.9365921,0.0000000,0.0100000,0.0000000,494148.5000000,4864833.0000000,1256.637061435917303,125663.706143591727596,0,
3254,3528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,BARLOW,RD,,,,07/22/2019,1,3423,5,6,6,6,0.5000000,0.5980000,0.5980000,0.5980000,-122.7228165,45.2391548,5.7500000,0.6729411,0.0000000,521755.3125000,5009555.0000000,1256.637061435917303,125663.706143591727596,0,
3255,3529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,BARLOW,RD,,,,07/22/2019,1,3424,7,8,6,10,0.6960000,0.7940000,0.5980000,0.9900000,-122.7228012,45.2333031,7.7500000,0.9035294,0.0031030,521758.4375000,5008905.0000000,1256.637061435917303,125663.706143591727596,0,
3256,3530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DYKSTRA,RD,,,,07/22/2019,3,3425,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.3648376,44.3504028,0.0000000,0.0100000,0.0000000,470922.4062500,4910857.0000000,1256.637061435917303,125663.706143591727596,0,
3257,3532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZENA,RD,NW,,,07/22/2019,1,3426,5,6,6,7,0.5000000,0.5980000,0.5980000,0.6960000,-123.1617355,45.0313301,6.0000000,0.7017647,0.0000000,487259.5625000,4986443.5000000,1256.637061435917303,125663.706143591727596,0,
3258,3533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEHALEM,HWY,,,,07/22/2019,1,3427,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.1251755,45.6336060,0.0000000,0.0100000,0.0000000,490243.4375000,5053347.5000000,1256.637061435917303,125663.706143591727596,0,
3259,3534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SANTIAM,HWY,,,,07/22/2019,2,3428,7,8,5,6,0.6960000,0.7940000,0.5000000,0.5980000,-122.9138184,44.5670319,6.5000000,0.7594118,0.0000000,506843.1562500,4934859.0000000,1256.637061435917303,125663.706143591727596,0,
3260,3535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,FERGUSON,RD,,,,07/22/2019,1,3429,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.5278320,45.3036537,0.0000000,0.0100000,0.0000000,537016.8750000,5016792.0000000,1256.637061435917303,125663.706143591727596,0,
3261,3538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,FREEMAN,RD,,,,07/22/2019,1,3430,4,4,4,5,0.4020000,0.4020000,0.4020000,0.5000000,-122.5846939,45.2285004,4.2500000,0.5000000,0.0000000,532602.1250000,5008418.0000000,1256.637061435917303,125663.706143591727596,0,
3262,3539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KAUFMAN,RD,NE,,,07/22/2019,1,3431,5,6,6,7,0.5000000,0.5980000,0.5980000,0.6960000,-122.8214874,44.9697151,6.0000000,0.7017647,0.0000577,514076.7500000,4979602.0000000,1256.637061435917303,125663.706143591727596,0,
3263,3540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KAUFMAN,RD,NE,,,07/22/2019,1,3432,5,6,5,7,0.5000000,0.5980000,0.5000000,0.6960000,-122.8132477,44.9697647,5.7500000,0.6729411,0.0017438,514726.7187500,4979608.5000000,1256.637061435917303,125663.706143591727596,0,
3264,3541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,OSTER,RD,,,,07/22/2019,1,3433,8,6,5,7,0.7940000,0.5980000,0.5000000,0.6960000,-122.6997452,45.0838242,6.5000000,0.7594118,0.0000000,523630.2500000,4992306.0000000,1256.637061435917303,125663.706143591727596,0,
3265,3542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,OSTER,RD,,,,07/22/2019,1,3434,7,6,5,7,0.6960000,0.5980000,0.5000000,0.6960000,-122.6934357,45.0802956,6.2500000,0.7305883,0.0000000,524128.3125000,4991916.0000000,1256.637061435917303,125663.706143591727596,0,
3266,3543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAKE,DR,SE,,,07/22/2019,1,3435,6,6,6,6,0.5980000,0.5980000,0.5980000,0.5980000,-123.0524139,44.8036423,6.0000000,0.7017647,0.0000000,495854.7812500,4961139.5000000,1256.637061435917303,125663.706143591727596,0,
3267,3544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,HENRICI,RD,,,,07/22/2019,1,3436,5,5,5,5,0.5000000,0.5000000,0.5000000,0.5000000,-122.5022736,45.3177185,5.0000000,0.5864706,0.0000000,539011.1250000,5018366.0000000,1256.637061435917303,125663.706143591727596,0,
3268,3545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WILLAMINA-SHERIDAN,HWY,,,,07/22/2019,3,3437,5,5,5,6,0.5000000,0.5000000,0.5000000,0.5980000,-123.4911118,45.0655556,5.2500000,0.6152941,0.0000000,461336.8437500,4990350.5000000,1256.637061435917303,125663.706143591727596,0,
3269,3546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW,,WILSONVILLE,RD,,,,07/22/2019,1,3438,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.8546753,45.2611923,0.0000000,0.0100000,0.0000000,511401.9062500,5011976.5000000,1256.637061435917303,125663.706143591727596,0,
3270,3547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,DRYLAND,RD,,,,07/22/2019,1,3439,6,7,5,7,0.5980000,0.6960000,0.5000000,0.6960000,-122.6612244,45.2034416,6.2500000,0.7305883,0.0123451,526605.8750000,5005606.5000000,1256.637061435917303,125663.706143591727596,0,
3271,3548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,DRYLAND,RD,,,,07/22/2019,1,3440,6,6,6,6,0.5980000,0.5980000,0.5980000,0.5980000,-122.6612167,45.1975899,6.0000000,0.7017647,0.0000000,526609.1875000,5004956.5000000,1256.637061435917303,125663.706143591727596,0,
3272,3549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIDNEY,RD,S,,,07/22/2019,2,3441,6,7,7,7,0.5980000,0.6960000,0.6960000,0.6960000,-123.0852585,44.7971840,6.7500000,0.7882353,0.0000000,493256.4687500,4960424.0000000,1256.637061435917303,125663.706143591727596,0,
3273,3551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67TH,AVE,NE,,,07/22/2019,1,3442,5,7,5,6,0.5000000,0.6960000,0.5000000,0.5980000,-122.9196625,45.0428848,5.7500000,0.6729411,0.0000000,506327.0937500,4987717.5000000,1256.637061435917303,125663.706143591727596,0,
3274,3561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAINWATER,LN,SE,,,07/22/2019,1,3449,5,6,8,8,0.5000000,0.5980000,0.7940000,0.7940000,-122.8401489,44.8038177,6.7500000,0.7882353,0.0005449,512641.6250000,4961170.0000000,1256.637061435917303,125663.706143591727596,0,
3275,3562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAINWATER,LN,SE,,,07/22/2019,1,3450,8,8,6,7,0.7940000,0.7940000,0.5980000,0.6960000,-122.8350067,44.8015137,7.2500000,0.8458824,0.0016735,513048.8125000,4960914.5000000,1256.637061435917303,125663.706143591727596,0,
3276,3563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAINWATER,LN,SE,,,07/22/2019,1,3451,8,5,7,6,0.7940000,0.5000000,0.6960000,0.5980000,-122.8349762,44.7956619,6.5000000,0.7594118,0.0000000,513052.4687500,4960264.5000000,1256.637061435917303,125663.706143591727596,0,
3277,3564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARRIS,LN,SE,,,07/22/2019,1,3452,6,5,5,5,0.5980000,0.5000000,0.5000000,0.5000000,-123.0052414,44.7014999,5.2500000,0.6152941,0.0000000,499584.7500000,4949791.5000000,1256.637061435917303,125663.706143591727596,0,
3278,3565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BALL,RD,,,,07/22/2019,3,3453,7,8,5,8,0.6960000,0.7940000,0.5000000,0.7940000,-123.3419647,45.0676041,7.0000000,0.8170588,0.0234261,473079.7500000,4990517.5000000,1256.637061435917303,125663.706143591727596,0,
3279,3566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PACIFIC,HWY,W,,,07/22/2019,1,3454,8,7,5,7,0.7940000,0.6960000,0.5000000,0.6960000,-123.2018967,45.1583519,6.7500000,0.7882353,0.0000000,484131.5000000,5000561.5000000,1256.637061435917303,125663.706143591727596,0,
3280,3567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIVERSIDE,DR,S,,,07/22/2019,1,3455,5,4,5,6,0.5000000,0.4020000,0.5000000,0.5980000,-123.1277542,44.8317680,5.0000000,0.5864706,0.0000000,489901.7500000,4964270.0000000,1256.637061435917303,125663.706143591727596,0,
3281,3568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIVERSIDE,DR,S,,,07/22/2019,1,3456,6,6,8,7,0.5980000,0.5980000,0.7940000,0.6960000,-123.1348267,44.8339958,6.7500000,0.7882353,0.0000000,489342.8125000,4964518.5000000,1256.637061435917303,125663.706143591727596,0,
3282,3569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIVERSIDE,DR,S,,,07/22/2019,1,3457,6,5,6,6,0.5980000,0.5000000,0.5980000,0.5980000,-123.1420441,44.8361092,5.7500000,0.6729411,0.0000000,488773.0625000,4964754.0000000,1256.637061435917303,125663.706143591727596,0,
3283,3570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIVERSIDE,DR,S,,,07/22/2019,1,3458,8,6,6,6,0.7940000,0.5980000,0.5980000,0.5980000,-123.1502686,44.8360367,6.5000000,0.7594118,0.0000000,488123.0937500,4964747.0000000,1256.637061435917303,125663.706143591727596,0,
3284,3571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIVERSIDE,DR,S,,,07/22/2019,1,3459,8,6,8,8,0.7940000,0.5980000,0.7940000,0.7940000,-123.1584854,44.8359947,7.5000000,0.8747059,0.0689640,487473.1250000,4964744.0000000,1256.637061435917303,125663.706143591727596,0,
3285,3572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIVERSIDE,DR,S,,,07/22/2019,1,3460,4,5,5,6,0.4020000,0.5000000,0.5000000,0.5980000,-123.1667099,44.8359756,5.0000000,0.5864706,0.0000000,486823.1250000,4964743.0000000,1256.637061435917303,125663.706143591727596,0,
3286,3573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIVERSIDE,DR,S,,,07/22/2019,1,3461,3,3,3,5,0.3040000,0.3040000,0.3040000,0.5000000,-123.1724701,44.8395882,3.5000000,0.4135294,0.0000000,486368.5625000,4965145.5000000,1256.637061435917303,125663.706143591727596,0,
3287,3574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KINNS,RD,NE,,,07/22/2019,1,3462,7,7,8,8,0.6960000,0.6960000,0.7940000,0.7940000,-122.9214478,45.1835327,7.5000000,0.8747059,0.0085154,506171.5312500,5003342.0000000,1256.637061435917303,125663.706143591727596,0,
3288,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NW,,PARSON,RD,,,,07/22/2019,1,3463,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-123.2173462,45.6045685,0.0000000,0.0100000,0.0000000,483050.9062500,5050137.0000000,1256.637061435917303,125663.706143591727596,0,
3289,3577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/22/2019,1,3464,6,7,6,7,0.5980000,0.6960000,0.5980000,0.6960000,-122.6047211,45.2883606,6.5000000,0.7594118,0.0144918,530997.5000000,5015060.5000000,1256.637061435917303,125663.706143591727596,0,
3290,3580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STARR,RD,,,,07/22/2019,3,3465,6,7,5,8,0.5980000,0.6960000,0.5000000,0.7940000,-123.3025894,44.3504906,6.5000000,0.7594118,0.0010101,475883.4062500,4910847.0000000,1256.637061435917303,125663.706143591727596,0,
3291,3581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STARR,RD,,,,07/22/2019,3,3466,5,7,5,8,0.5000000,0.6960000,0.5000000,0.7940000,-123.3107452,44.3504753,6.2500000,0.7305883,0.1701491,475233.4687500,4910847.5000000,1256.637061435917303,125663.706143591727596,0,
3292,3582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PACIFIC,HWY,W,,,07/22/2019,3,3467,5,7,5,8,0.5000000,0.6960000,0.5000000,0.7940000,-123.2285461,44.9046288,6.2500000,0.7305883,0.0570302,481957.3750000,4972381.5000000,1256.637061435917303,125663.706143591727596,0,
3293,3583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PACIFIC,HWY,W,,,07/22/2019,3,3468,6,6,6,8,0.5980000,0.5980000,0.5980000,0.7940000,-123.2285614,44.8987770,6.5000000,0.7594118,0.1805695,481954.0312500,4971731.5000000,1256.637061435917303,125663.706143591727596,0,
3294,3584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAUGHN,RD,SE,,,07/22/2019,2,3469,5,7,6,8,0.5000000,0.6960000,0.5980000,0.7940000,-122.9894104,44.7572746,6.5000000,0.7594118,0.0242585,500838.1875000,4955987.5000000,1256.637061435917303,125663.706143591727596,0,
3295,3585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAUGHN,RD,SE,,,07/22/2019,2,3470,8,5,5,6,0.7940000,0.5000000,0.5000000,0.5980000,-122.9812088,44.7569962,6.0000000,0.7017647,0.0000000,501487.4375000,4955956.5000000,1256.637061435917303,125663.706143591727596,0,
3296,3586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW,,STAFFORD,RD,,,,07/22/2019,1,3471,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.7374649,45.3449059,0.0000000,0.0100000,0.0000000,520567.1250000,5021299.5000000,1256.637061435917303,125663.706143591727596,0,
3297,3589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/22/2019,1,3472,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.4053192,45.3413200,0.0000000,0.0100000,0.0000000,546590.6250000,5021040.0000000,1256.637061435917303,125663.706143591727596,0,
3298,3590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRONT,ST,NE,,,07/22/2019,1,3473,5,6,8,6,0.5000000,0.5980000,0.7940000,0.5980000,-122.8250427,45.1678886,6.2500000,0.7305883,0.0000000,513749.0937500,5001616.0000000,1256.637061435917303,125663.706143591727596,0,
3299,3591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/22/2019,3,3474,1,2,1,1,0.1080000,0.2060000,0.1080000,0.1080000,-123.2237396,44.6682739,1.2500000,0.1541176,0.0000000,482264.1875000,4946125.5000000,1256.637061435917303,125663.706143591727596,0,
3300,3593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/22/2019,3,3475,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.9379883,44.0119362,0.0000000,0.0100000,0.0000000,504970.9375000,4873200.5000000,1256.637061435917303,125663.706143591727596,0,
3301,3594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/22/2019,3,3476,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.9423599,44.0166702,0.0000000,0.0100000,0.0000000,504619.8125000,4873726.0000000,1256.637061435917303,125663.706143591727596,0,
3302,3595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/22/2019,3,3477,0,0,0,0,0.0100000,0.0100000,0.0100000,0.0100000,-122.9490814,44.0186996,0.0000000,0.0100000,0.0000000,504081.2187500,4873951.0000000,1256.637061435917303,125663.706143591727596,0,
3303,3597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIMBER,RD,,,,07/22/2019,2,3478,6,6,6,7,0.5980000,0.5980000,0.5980000,0.6960000,-122.9397888,44.3488655,6.2500000,0.7305883,0.0000000,504798.7812500,4910623.5000000,1256.637061435917303,125663.706143591727596,1,0
3304,3598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASCADE,HWY,S,,,07/22/2019,1,3479,6,5,6,6,0.5980000,0.5000000,0.5980000,0.5980000,-122.7370300,45.0283813,5.7500000,0.6729411,0.0000000,520715.7187500,4986137.0000000,1256.637061435917303,125663.706143591727596,0,
3305,3599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PETERSON,RD,,,,07/22/2019,3,3480,7,8,8,8,0.6960000,0.7940000,0.7940000,0.7940000,-123.3807449,44.4885368,7.7500000,0.9035294,0.0206493,469726.0000000,4926206.5000000,1256.637061435917303,125663.706143591727596,0,
3306,3601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARION,RD,SE,,,07/22/2019,1,3481,5,4,5,6,0.5000000,0.4020000,0.5000000,0.5980000,-122.9136353,44.8002548,5.0000000,0.5864706,0.0000000,506830.7500000,4960765.5000000,1256.637061435917303,125663.706143591727596,0,
3307,3602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARION,RD,SE,,,07/22/2019,1,3482,4,5,8,8,0.4020000,0.5000000,0.7940000,0.7940000,-122.9136505,44.7944031,6.2500000,0.7305883,0.1693861,506829.7812500,4960115.5000000,1256.637061435917303,125663.706143591727596,0,
