Lark_ID,firstInterval,firstDet,surveyEvent,unique_ID,Survey_Event_ID,Observer,Survey_Date,Survey_Time,Wind,Temp,Sky_Code,Avg_Noise,Max_Noise,OVSP?,Site_Comments,Number_Detected,Expr1014,Individual_ID,Sex,Age,distanceBand,Interval_1,Interval_2,Interval_3,Interval_4,Notes,Count_Date,Start_Time,Site_ID,dayOfYear,surveyYear,sunrise,mas
NA,NA,NA,22_3_5469,5469,157,BMW,6/23/2022,07:57:00,7.5,56.7,Clear,43,100,0,"Wheat field on east side, some trees along the rd on the west side with grass field behind. A little windy. Gusts reached 9.5mph. Kestrel nearby.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-23,7H 57M 0S,5469,174,2022,2022-06-23T12:30:08Z,147
NA,NA,NA,22_3_5648,5648,77,MLG,6/19/2022,07:36:00,0,55.7,Mostly cloudy,31.7,56,0,"Grass fields on both sides, gravel shoulder. Trees <200m to the east
Other species: HOWR, SASP, KILL, RTHA, SOSP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-19,7H 36M 0S,5648,170,2022,2022-06-19T12:29:19Z,126.99999999999997
NA,NA,NA,23_1_0003,3,522,JMD,5/31/2023,08:59:00,0.5,55,Clear,69,86.4,0,"Very little shoulder to park, road has abrupt edge. Sit on a corner, very unsafe area. Lots of tall trees break up the field. Regular traffic. North field is tall grass. Trucks. RWBB",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-31,8H 59M 0S,3,151,2023,2023-05-31T12:33:37Z,205.99999999999997
NA,NA,NA,23_1_0146,146,521,JMD,5/31/2023,08:24:00,0.5,56,Clear,39.5,60.7,0,"Site on hilltop. Home nearby with pond, gravel road. West side is trees and brush, east side is grassy field with cows. Lots of birdsong. RWBB.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-31,8H 24M 0S,146,151,2023,2023-05-31T12:33:37Z,171.00000000000003
NA,NA,NA,23_1_0246,246,374,ATC,5/28/2023,08:07:00,1.7,57.4,Partly cloudy,57.5,68,0,"Grassy slope, vineyard nearby, woodland areas, AMKE hunting",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-28,8H 7M 0S,246,148,2023,2023-05-28T12:35:30Z,152.00000000000006
NA,NA,NA,23_1_0368,368,378,ATC,5/30/2023,05:42:00,0,53.6,Partly cloudy,58.3,71.6,0,"Berries along left side, hazelnuts on the right, grass seed fields close by, also houses. AMKE on a wire",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-30,5H 42M 0S,368,150,2023,2023-05-30T12:34:12Z,8.000000000000025
NA,NA,NA,23_1_0390,390,381,ATC,5/30/2023,08:56:00,3.2,59.9,Mostly cloudy,64.2,81.4,0,"Open field on the right, grass seed on the left, brush and trees along side of road.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-30,8H 56M 0S,390,150,2023,2023-05-30T12:34:12Z,202.00000000000003
NA,NA,NA,23_1_0441,441,380,ATC,5/30/2023,08:19:00,0,67,Mostly cloudy,68.7,96.4,0,"rush and trees on side of road obscure view. Hazelnuts further up the hill, Willamette River nearby",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-30,8H 19M 0S,441,150,2023,2023-05-30T12:34:12Z,165
NA,NA,NA,23_1_0475,475,379,ATC,5/30/2023,06:09:00,0,52.5,Partly cloudy,59.2,81.7,0,"woods on the right, field with sprouting wheat on the left",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-30,6H 9M 0S,475,150,2023,2023-05-30T12:34:12Z,35.000000000000036
NA,NA,NA,23_1_0518,518,375,ATC,5/28/2023,07:03:00,0,69.5,Clear,50.5,75.3,0,"Yard with trees on the right, pasture on the left",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-28,7H 3M 0S,518,148,2023,2023-05-28T12:35:30Z,88
NA,NA,NA,23_1_0558,558,332,JMD,5/5/2023,06:50:00,0.4,54.5,Mostly cloudy,42.4,59.4,0,"Orchard fields along both roadsides, edges regularly mowed for maintenance
American robins",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-05,6H 50M 0S,558,125,2023,2023-05-05T12:59:26Z,50.99999999999998
NA,NA,NA,23_1_0568,568,503,JMD,5/23/2023,09:50:00,1,62,Mostly cloudy,39.6,57,0,"Crickets, field of meadowfoam. Railroad down middle of field. East side of hill/inclines, with tall trees.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-23,9H 50M 0S,568,143,2023,2023-05-23T12:39:20Z,251
NA,NA,NA,23_1_0626,626,286,ATC,5/27/2023,07:10:00,1.4,60.8,Mostly cloudy,61.5,84.6,0,"empty field on the right, building on the left, hops nearby",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-27,7H 10M 0S,626,147,2023,2023-05-27T12:36:12Z,94.00000000000004
NA,NA,NA,23_1_1133,1133,500,JMD,5/23/2023,08:00:00,0.2,54.8,Mostly cloudy,60.2,79.7,0,"Busy road with no shoulder, steep ditches, and lots of vegitation along sides. Construction like noises can be heard. Surveyed anyway because of zone.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-23,8H 0M 0S,1133,143,2023,2023-05-23T12:39:20Z,140.99999999999997
NA,NA,NA,23_1_1255,1255,289,ATC,5/27/2023,05:57:00,0,58.9,Mostly cloudy,69.7,94.3,0,"dense blackberries and trees obscure view on both sides, houses and barns, dog barking at me throughout survey",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-27,5H 57M 0S,1255,147,2023,2023-05-27T12:36:12Z,21.000000000000032
NA,NA,NA,23_1_1648,1648,283,ATC,5/27/2023,08:56:00,0,76.6,Mostly cloudy,60.1,81.7,0,"hazelnuts, field with tall grass, house by point, patch of woods nearby.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-27,8H 56M 0S,1648,147,2023,2023-05-27T12:36:12Z,200.00000000000003
NA,NA,NA,23_1_1779,1779,288,ATC,5/27/2023,06:21:00,1,57.6,Mostly cloudy,67.4,86.6,0,"grass seed on both sides, houses on buildings nearby",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-27,6H 21M 0S,1779,147,2023,2023-05-27T12:36:12Z,45
NA,NA,NA,23_1_1849,1849,282,ATC,5/27/2023,09:35:00,1.9,67.1,Mostly cloudy,64.4,83.6,0,"clover, field of grass, berry crop. Large flock of 50+ starlings",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-27,9H 35M 0S,1849,147,2023,2023-05-27T12:36:12Z,239.00000000000006
NA,NA,NA,23_1_2001,2001,287,ATC,5/27/2023,06:47:00,1.1,58.2,Mostly cloudy,47.7,75.5,0,"hazelnuts, grass seed field, conifer trees, limited visibility due to point being on the slope",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-27,6H 47M 0S,2001,147,2023,2023-05-27T12:36:12Z,71.00000000000001
NA,NA,NA,23_1_2081,2081,502,JMD,5/23/2023,09:18:00,0,61.6,Mostly cloudy,59,82.5,0,"Homes with barns nearby, otherwise very open space. Some but little traffic, lots of blackbirds",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-23,9H 18M 0S,2081,143,2023,2023-05-23T12:39:20Z,219.00000000000003
NA,NA,NA,23_1_2128,2128,518,JMD,5/31/2023,06:59:00,0.2,44.5,Clear,55.6,73.7,0,"West side has homes and tall trees. East side is tall grass. Regular traffic. Barn swallows, house finches, robins.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-31,6H 59M 0S,2128,151,2023,2023-05-31T12:33:37Z,86.00000000000001
NA,NA,NA,23_1_2774,2774,526,JMD,6/2/2023,07:45:00,0.4,53.7,Clear,40.9,57.4,0,"Gravel road, lots of tres/foliage, hazelnut fields. Stellar's jay, mourning dove.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-02,7H 45M 0S,2774,153,2023,2023-06-02T12:32:32Z,133
NA,NA,NA,23_1_2932,2932,520,JMD,5/31/2023,07:48:00,0,47.3,Clear,62.8,87.6,0,"Regular traffic. South side is tall trees and dense growth, North side is small clearing surrounded by trees/growth. Bluejays, robins.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-31,7H 48M 0S,2932,151,2023,2023-05-31T12:33:37Z,135
NA,NA,NA,23_1_2979,2979,523,JMD,6/2/2023,06:00:00,0,52.1,Clear,65.4,80.1,0,"East side is horse pasture, west side is landscape/golf course with 'hill' lining road blocking view. I-5 is close, regular traffic on site road. Horse is staring at me ha",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-02,6H 0M 0S,2979,153,2023,2023-06-02T12:32:32Z,28.000000000000007
NA,NA,NA,23_1_3061,3061,501,JMD,5/23/2023,08:28:00,0,56.5,Mostly cloudy,54.9,74.6,0,"North field is crimson clover, very pretty. South field is grass with lots of barn swallows flying overhead. Homes nearby with tall trees.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-23,8H 28M 0S,3061,143,2023,2023-05-23T12:39:20Z,169
NA,NA,NA,23_1_3132,3132,370,ATC,5/28/2023,05:48:00,0,45.9,Clear,57.4,79.5,0,"hazelnuts on both sides, forbs and young conifers along side of road",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-28,5H 48M 0S,3132,148,2023,2023-05-28T12:35:30Z,13.000000000000007
NA,NA,NA,23_1_3157,3157,372,ATC,5/28/2023,08:56:00,2.4,64.9,Partly cloudy,62.5,82.6,0,"neighborhood with lots of tall trees and bushes, few open areas",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-28,8H 56M 0S,3157,148,2023,2023-05-28T12:35:30Z,201.00000000000003
NA,NA,NA,23_1_3433,3433,527,JMD,6/2/2023,07:17:00,0,56.4,Clear,41.8,59.5,0,"Barns nearby. West field is tall grass, east side is dirt field. Vineyard nearby. Lots of swallows.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-02,7H 17M 0S,3433,153,2023,2023-06-02T12:32:32Z,105
NA,NA,NA,23_1_3538,3538,284,ATC,5/27/2023,08:39:00,1.3,72.6,Mostly cloudy,51.2,73.3,0,"houses, emtpy field, cleared woodlot overgrown with brush, dogs barking, lots of doug fir",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-27,8H 39M 0S,3538,147,2023,2023-05-27T12:36:12Z,183.00000000000006
NA,NA,NA,23_1_3797,3797,373,ATC,5/28/2023,09:33:00,1.5,66.8,Partly cloudy,51.6,79.3,0,"houses, pastures, lots of oaks and other trees",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-28,9H 33M 0S,3797,148,2023,2023-05-28T12:35:30Z,238.00000000000006
NA,NA,NA,23_1_3908,3908,382,ATC,5/30/2023,07:51:00,1.1,62.2,Mostly cloudy,65.9,89.6,0,"young hazelnuts, conifer trees in rows, open field nearby",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-30,7H 51M 0S,3908,150,2023,2023-05-30T12:34:12Z,137
NA,NA,NA,23_1_3912,3912,519,JMD,5/31/2023,06:40:00,0.2,41.2,Clear,68.9,95.9,0,"Regular traffic, steep dirty ditches. Many savannah sparrows.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-31,6H 40M 0S,3912,151,2023,2023-05-31T12:33:37Z,67.00000000000003
NA,NA,NA,23_1_4039,4039,383,ATC,5/30/2023,07:00:00,2.3,57.7,Mostly cloudy,44.3,59.8,0,"hops on the right, tree farm on the left with saplings in rows",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-30,7H 0M 0S,4039,150,2023,2023-05-30T12:34:12Z,86.00000000000001
NA,NA,NA,23_1_4187,4187,371,ATC,5/28/2023,06:13:00,0,49.3,Clear,51.1,72,0,hazelnuts and house with large open lawn,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-28,6H 13M 0S,4187,148,2023,2023-05-28T12:35:30Z,38.00000000000003
NA,NA,NA,23_1_4394,4394,566,JMD,6/13/2023,08:06:00,0.5,68,Clear,43.7,62.8,0,"Site is small, fenced-in field with homes nearby. Tall grass, trees nearby, lots of songbird. Gravel road. Did anyway due to limited zone 1 representation.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-13,8H 6M 0S,4394,164,2023,2023-06-13T12:29:12Z,156.99999999999997
NA,NA,NA,23_1_5764,5764,285,ATC,5/27/2023,07:46:00,0,62.7,Mostly cloudy,54.9,84.7,0,young hazelnut orchards in all directions,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-27,7H 46M 0S,5764,147,2023,2023-05-27T12:36:12Z,130.00000000000003
NA,NA,NA,23_2_0543,543,535,JMD,6/6/2023,07:16:00,0.2,60.9,Clear,36.1,48.3,0,"SAVS, swallows.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-06,7H 16M 0S,543,157,2023,2023-06-06T12:30:48Z,106
NA,NA,NA,23_2_0601,601,555,JMD,6/8/2023,08:08:00,0.4,58.2,Mostly cloudy,74.3,88.5,0,"Heavy/regular traffic, noisy. Industrial area nearby.
RWBB, savannah sparrows.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-08,8H 8M 0S,601,159,2023,2023-06-08T12:30:09Z,157.99999999999997
NA,NA,NA,23_2_0658,658,254,ATC,5/10/2023,09:03:00,1.6,63.1,Clear,65.6,90.8,0,grass seed in all directions,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10,9H 3M 0S,658,130,2023,2023-05-10T12:52:57Z,191
NA,NA,NA,23_2_0708,708,469,JMD,5/3/2023,07:27:00,0,49.8,Mostly cloudy,45.9,50.2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-03,7H 27M 0S,708,123,2023,2023-05-03T13:02:11Z,85.00000000000001
NA,NA,NA,23_2_0720,720,446,JMD,5/8/2023,09:12:00,0.3,57,Mostly cloudy,58.5,83.5,0,"East side is homes with trees and warehouse. West side is pretty barren field, no grass taller than a few inches, homes on either side of road.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-08,9H 12M 0S,720,128,2023,2023-05-08T12:55:28Z,196.99999999999994
NA,NA,NA,23_2_0735,735,576,JMD,6/15/2023,09:29:00,0.6,65.5,Clear,72.2,94.7,0,"Grass fields, steep/deep ditches. Regular traffic with plenty of trucks. Swallows, possible construction nearby.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-15,9H 29M 0S,735,166,2023,2023-06-15T12:29:05Z,239.99999999999994
NA,NA,NA,23_2_0748,748,551,JMD,6/8/2023,06:22:00,0,56,Mostly cloudy,43.1,52.1,0,"Mature hazelnut trees, small area surrounded by tall trees and brambles. Does not seem ideal for SHLA.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-08,6H 22M 0S,748,159,2023,2023-06-08T12:30:09Z,51.99999999999997
NA,NA,NA,23_2_0844,844,241,ATC,5/19/2023,06:43:00,2.7,62.2,Partly cloudy,65.9,90,0,"grass seed left and right, creek with trees close by",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-19,6H 43M 0S,844,139,2023,2023-05-19T12:42:59Z,61
NA,NA,NA,23_2_0872,872,394,ATC,6/5/2023,07:19:00,2.9,65.2,Clear,62.2,88.1,0,"clover and wheat fields, trees around edges of fields, houses with trees. Really nasty chemical smell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05,7H 19M 0S,872,156,2023,2023-06-05T12:31:11Z,107.99999999999999
NA,NA,NA,23_2_0907,907,572,JMD,6/15/2023,08:45:00,0.4,61.5,Clear,44.5,56.2,0,"Homestead nearby, grass field, gravel shoulders. Tall trees nearby with lots of birdsong, lots of different swallows. Near I-5.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-15,8H 45M 0S,907,166,2023,2023-06-15T12:29:05Z,196
NA,NA,NA,23_2_0948,948,280,ATC,5/9/2023,09:01:00,1.8,63.6,Mostly cloudy,63.3,86.9,0,"short vine crop (gourds?) on either side, fallow fields further away, woods nearby",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-09,9H 1M 0S,948,129,2023,2023-05-09T12:54:12Z,187.00000000000003
NA,NA,NA,23_2_0967,967,534,JMD,6/6/2023,07:33:00,0.4,60.7,Clear,35.5,45.2,0,"Site is right under tall tree in front of a home, sugest moving it ot literally anywhere else on this road for a better field view.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-06,7H 33M 0S,967,157,2023,2023-06-06T12:30:48Z,122.99999999999999
NA,NA,NA,23_2_1019,1019,269,ATC,5/18/2023,08:27:00,3.2,57.4,Mostly cloudy,60.4,81.8,0,"grass seed on one side, field of unkown white flowers on the other",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-18,8H 27M 0S,1019,138,2023,2023-05-18T12:43:59Z,163.99999999999994
NA,NA,NA,23_2_1041,1041,467,JMD,5/3/2023,08:04:00,0.4,58.8,Partly cloudy,40.2,55.4,0,"Tight road bend, tall trees on West side of road. Lots of birdsong coming from trees",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-03,8H 4M 0S,1041,123,2023,2023-05-03T13:02:11Z,122
NA,NA,NA,23_2_1067,1067,556,JMD,6/8/2023,08:42:00,0,59.3,Mostly cloudy,37.1,55.4,0,"South side is lined with tall trees. North side is mid-height grasses. 
Loudest sounds were my own steps.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-08,8H 42M 0S,1067,159,2023,2023-06-08T12:30:09Z,191.99999999999994
NA,NA,NA,23_2_1109,1109,224,ATC,5/19/2023,09:12:00,2.1,74.3,Partly cloudy,68.5,83.6,0,"grass seed fields in all directions, large warehouse and other buildings close by",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-19,9H 12M 0S,1109,139,2023,2023-05-19T12:42:59Z,209.99999999999994
NA,NA,NA,23_2_1123,1123,400,ATC,6/9/2023,08:22:00,3.4,66.4,Mostly cloudy,67.1,90.1,0,"fallow field on the right, mustard field on the left, houses nearby, large flock of 50+ starlings in the grass, grass seed fields nearby",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-09,8H 22M 0S,1123,160,2023,2023-06-09T12:29:53Z,173.00000000000003
NA,NA,NA,23_2_1144,1144,486,JMD,5/20/2023,05:51:00,0.4,55,Partly cloudy,63.1,84.1,0,"Loud farm equipment nearby. Displaying killdeer, male mallards",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-20,5H 51M 0S,1144,140,2023,2023-05-20T12:42:02Z,8.999999999999968
NA,NA,NA,23_2_1261,1261,350,JMD,5/18/2023,07:26:00,0.9,70.7,Clear,32.5,79.7,0,"Barn nearby, only a couple cars drove by quiet area
Swallows, Northern harrier",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-18,7H 26M 0S,1261,138,2023,2023-05-18T12:43:59Z,103
NA,NA,NA,23_2_1262,1262,349,JMD,5/18/2023,07:42:00,0,73,Clear,53.8,77.1,0,"Both sides of road have hazelnut fields, people on ATVs driving through fields",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-18,7H 42M 0S,1262,138,2023,2023-05-18T12:43:59Z,119
NA,NA,NA,23_2_1270,1270,482,JMD,5/20/2023,07:25:00,0.7,58.1,Mostly cloudy,62.6,84.4,0,"East side has warehouses/industrial buildings, west side has fields around 2.5ft tall, steep ditches.
Lots of songbirds, swallows, doves",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-20,7H 25M 0S,1270,140,2023,2023-05-20T12:42:02Z,103
NA,NA,NA,23_2_1292,1292,362,JMD,5/17/2023,06:30:00,0.3,57.7,Clear,65.3,82.9,0,"Some mist over field, not a significant ammount",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-17,6H 30M 0S,1292,137,2023,2023-05-17T12:45:00Z,45
NA,NA,NA,23_2_1306,1306,451,JMD,5/8/2023,07:10:00,0.5,51.4,Mostly cloudy,68.6,85.2,0,"Fairly busy road, no birds seen at all
Heard killdeer and RWBB",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-08,7H 10M 0S,1306,128,2023,2023-05-08T12:55:28Z,75
NA,NA,NA,23_2_1325,1325,548,JMD,6/8/2023,05:45:00,0.2,55.7,Mostly cloudy,65.5,90.2,0,"Lots of birdsong. West side of road has taller growth, blocking view. CAQU.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-08,5H 45M 0S,1325,159,2023,2023-06-08T12:30:09Z,15
NA,NA,NA,23_2_1345,1345,570,JMD,6/15/2023,08:12:00,0.8,58.4,Clear,41.5,54.3,0,"South side is wheat, north side is mature hazelnut trees.
Killdeer.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-15,8H 12M 0S,1345,166,2023,2023-06-15T12:29:05Z,162.99999999999994
NA,NA,NA,23_2_1375,1375,403,ATC,6/9/2023,07:07:00,1.4,61,Mostly cloudy,71.9,86.8,0,"grass seed fields and empty fields with bare ground, house right next to raod with trees, dogs barking, paused to talk with homeowner, moderate traffic",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-09,7H 7M 0S,1375,160,2023,2023-06-09T12:29:53Z,97.99999999999997
NA,NA,NA,23_2_1386,1386,574,JMD,6/15/2023,08:30:00,0,63.5,Clear,46.8,64.2,0,"Grass field, river with tall trees nearby. Goldfiches. No traffic.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-15,8H 30M 0S,1386,166,2023,2023-06-15T12:29:05Z,181
NA,NA,NA,23_2_1387,1387,447,JMD,5/8/2023,07:48:00,0.5,54.1,Partly cloudy,39.9,48.6,0,"West side is newly planted field, nest stand in field. Seems suitable",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-08,7H 48M 0S,1387,128,2023,2023-05-08T12:55:28Z,112.99999999999997
NA,NA,NA,23_2_1402,1402,461,JMD,5/4/2023,08:08:00,0,49.4,Mostly cloudy,55,79.9,0,"Killdeer
Point is across from artificial pond, and property with tall trees on South side",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-04,8H 8M 0S,1402,124,2023,2023-05-04T13:00:48Z,127.99999999999997
NA,NA,NA,23_2_1419,1419,276,ATC,5/10/2023,06:40:00,1.1,55.2,Clear,67.4,78.4,0,"fields with bare ground, fairly heavy traffic",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-10,6H 40M 0S,1419,130,2023,2023-05-10T12:52:57Z,47.999999999999986
NA,NA,NA,23_2_1444,1444,477,JMD,5/20/2023,09:16:00,0.8,58,Mostly cloudy,54.6,75.2,0,Seems line an ideal spot. Noise from I-5 can faintly be heard. Lots of barn swallows,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-20,9H 16M 0S,1444,140,2023,2023-05-20T12:42:02Z,214.00000000000003
NA,NA,NA,23_2_1467,1467,538,JMD,6/6/2023,06:43:00,0,55.8,Clear,60.3,87.9,0,"Homes, barns/warehouses nearby. Single car drove by.
Barn swallows.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-06,6H 43M 0S,1467,157,2023,2023-06-06T12:30:48Z,73
NA,NA,NA,23_2_1485,1485,452,JMD,5/8/2023,07:30:00,0.3,52.4,Mostly cloudy,48.2,75,0,"Very tall trees along North side, pictures uploaded for references. Grass along South side at least 2.5 feet tall -does not seem very suitable. Very quiet area, no cars drove by.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-08,7H 30M 0S,1485,128,2023,2023-05-08T12:55:28Z,94.99999999999999
NA,NA,NA,23_2_1515,1515,485,JMD,5/20/2023,06:07:00,0.6,57,Partly cloudy,32.1,47.8,0,"Ideal spot - open, short growth, quiet",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-20,6H 7M 0S,1515,140,2023,2023-05-20T12:42:02Z,24.999999999999964
NA,NA,NA,23_2_1531,1531,268,ATC,5/18/2023,08:50:00,3.2,54.8,Mostly cloudy,64.3,80.1,0,"grass seed all directions, wide gravel road shoulders with bunchgrass, survey paused to talk with curious driver",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-18,8H 50M 0S,1531,138,2023,2023-05-18T12:43:59Z,187.00000000000003
NA,NA,NA,23_2_1664,1664,265,ATC,5/18/2023,07:15:00,1.9,60.6,Mostly cloudy,66.5,85.4,0,"grass seed on one side, fallow field on the other, creek with bushes and trees",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-18,7H 15M 0S,1664,138,2023,2023-05-18T12:43:59Z,92
NA,NA,NA,23_2_1665,1665,571,JMD,6/15/2023,09:14:00,0.8,59.1,Clear,67.7,90.4,0,"Gravel road. Couple of vehicles, noisy and dusty. 
Savannah sparrow, swallows, killdeer.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-15,9H 14M 0S,1665,166,2023,2023-06-15T12:29:05Z,224.99999999999994
NA,NA,NA,23_2_1670,1670,464,JMD,5/4/2023,06:20:00,0.5,50.3,Mostly cloudy,49.7,62.8,0,"Redwinged blackbirds, swallows
Survey interrupted by nearby homeowner curious about my activity, nice guy. Orchard recently planted",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-04,6H 20M 0S,1670,124,2023,2023-05-04T13:00:48Z,19.999999999999982
NA,NA,NA,23_2_1676,1676,554,JMD,6/8/2023,07:48:00,0,58.8,Mostly cloudy,32.8,45.3,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-08,7H 48M 0S,1676,159,2023,2023-06-08T12:30:09Z,138
NA,NA,NA,23_2_1680,1680,430,ATC,6/9/2023,09:41:00,0,71.4,Mostly cloudy,52.1,78.6,0,"grass seed fields, wheat field, hazelnut orchards",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-09,9H 41M 0S,1680,160,2023,2023-06-09T12:29:53Z,252
NA,NA,NA,23_2_1687,1687,391,ATC,6/5/2023,05:36:00,0,53.4,Partly cloudy,59,86,0,"grass seed fields all directions, house near point, woods in the distance",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05,5H 36M 0S,1687,156,2023,2023-06-05T12:31:11Z,4.999999999999982
NA,NA,NA,23_2_1688,1688,328,MLG,6/2/2023,09:22:00,1.8,63,Clear,7.9,78.6,0,Tall grass on both sides of point,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-02,9H 22M 0S,1688,153,2023,2023-06-02T12:32:32Z,230.00000000000003
NA,NA,NA,23_2_1696,1696,398,ATC,6/5/2023,08:06:00,2,69.3,Clear,68.6,85.5,0,"houses and dense woodland areas in all directions, heavy traffic",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-05,8H 6M 0S,1696,156,2023,2023-06-05T12:31:11Z,154.99999999999997
NA,NA,NA,23_2_1700,1700,466,JMD,5/4/2023,09:01:00,0,48.7,Drizzle,46.7,77.6,0,"East roadside has clusters of homes, steep ditches with trees.
N. harrier",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-04,9H 1M 0S,1700,124,2023,2023-05-04T13:00:48Z,181.00000000000006
