"SurveyEvent_Survey_Event_ID","Site_ID","Observer","Survey_Date","Survey_Time","Wind","Temp","Sky_Code","Avg_Noise","Max_Noise","OVSP?","Site_Comments","Number_Detected","SurveyDetail_Survey_Event_ID","Lark_ID","Individual_ID","Sex","Age","Distance Band","Interval_1","Interval_2","Interval_3","Interval_4","Notes"
196,"2102","SHA","6/25/2022","7:04:00 AM",0.00,52.30,"0",57.10,83.00,0,"field on one side house on the other, was quiet but avg noise shot up from hay truck",0,,,,,,,,,,,
197,"2098","SHA","6/25/2022","7:35:00 AM",0.00,65.20,"0",49.40,57.00,0,"stand of oak edges road, fallow field beyond to NE, can see I5 from point",0,,,,,,,,,,,
198,"2097","SHA","6/24/2022","6:47:00 AM",0.00,52.50,"0",39.10,54.00,0,,0,,,,,,,,,,,
199,"2096","SHA","6/25/2022","6:26:00 AM",0.00,48.00,"0",54.20,81.00,0,"grass fields both sides",0,,,,,,,,,,,
200,"2078","SHA","6/24/2022","9:31:00 AM",3.30,67.30,"0",49.60,69.00,0,"open fields both sides, NOHA getting mobbed by RWBL, CLSW.",0,,,,,,,,,,,
201,"2002","SHA","6/24/2022","8:24:00 AM",4.50,61.20,"0",58.60,74.00,0,,0,,,,,,,,,,,
202,"2042","SHA","6/24/2022","7:08:00 AM",0.00,55.90,"0",60.40,81.00,0,"a lot of hours on small lots with grassy areas between - scattered trees - may want to discard",0,,,,,,,,,,,
203,"2081","SHA","6/24/2022","7:59:00 AM",3.30,57.50,"0",64.90,84.00,0,"grass on one side, clover on the other",0,,,,,,,,,,,
204,"2020","SHA","6/24/2022","6:05:00 AM",0.00,53.70,"0",53.10,77.00,0,"hay field freshly cut and baled on west side, filbert on E",0,,,,,,,,,,,
205,"2066","SHA","6/24/2022","6:37:00 AM",0.00,52.90,"0",50.70,75.00,0,"large fields, power station, barking dog",0,,,,,,,,,,,
206,"3012","SHA","6/24/2022","5:40:00 AM",0.00,53.40,"0",72.30,85.00,0,"on hwy 20, rr tracks run along and parallel road with some bare ground strips between",0,,,,,,,,,,,
207,"3060","SHA","6/23/2022","9:12:00 AM",6.00,65.10,"0",60.10,79.00,0,"grass fields, one is pretty much bare earth",0,,,,,,,,,,,
208,"3028","SHA","6/23/2022","8:55:00 AM",3.70,61.20,"0",69.90,89.00,0,"fields with some stands of trees, fair amount of houses; pair of large dogs in fenced in field covering ~1/4 of survey area, intersection of busy road",0,,,,,,,,,,,
209,"3032","SHA","6/23/2022","8:32:00 AM",5.40,58.60,"0",56.00,73.00,0,"small cut hayfield (~20x100m), small orchard, areas of short and long grass",0,,,,,,,,,,,
210,"2086","SHA","6/23/2022","7:24:00 AM",4.50,57.60,"0",53.90,77.00,0,"~2.5m high filbert orchard on NE side, fescue field on other",0,,,,,,,,,,,
211,"2092","SHA","6/23/2022","7:52:00 AM",4.10,61.10,"0",52.70,76.00,0,"on corner in front of house with dog and stand of oak, two loudly meowing cats, grass fields otherwise",0,,,,,,,,,,,
212,"2094","SHA","6/23/2022","6:51:00 AM",3.00,50.70,"0",59.90,79.00,0,"open grass fields both sides, some tree stands toward E, lots of starlings and blackbirds calling throughout survey",0,,,,,,,,,,,
213,"2004","SHA","6/23/2022","6:39:00 AM",0.00,50.70,"0",60.40,83.00,0,"fescue on one side, small white flowers on other",0,,,,,,,,,,,
214,"2060","SHA","6/23/2022","6:00:00 AM",0.00,48.70,"0",38.50,53.00,0,"oak stand covers 1/4, rest is fescue and clover",0,,,,,,,,,,,
215,"2070","SHA","6/23/2022","6:21:00 AM",0.50,48.90,"0",36.20,62.00,0,"grass fields both sides",0,,,,,,,,,,,
